timestamp,z20_y0_x0,z20_y0_x25,z20_y0_x50,z20_y0_x80,z40_y0_x0,z40_y0_x25,z40_y0_x50,z40_y0_x80,z60_y0_x0,z60_y0_x25,z60_y0_x50,z60_y0_x80
1719097200,-22.19169375,-23.1023832231,-57.0646231911,-342.5480319324,-81.1869255975,-24.9234743079,-171.4397987151,-247.5775350975,-20.75356764,-21.3288467904,-31.0548519975,-145.0701122304

