time_total_s,status,rmse,config__pidKP,config__pidKI
996.0023992061615,success,0.3822768268738047,5.630665967731628,20.476184195969186
1054.0394682884216,success,0.3330344088473536,23.82565736820214,3.5603026327038405
1000.7358839511871,success,0.3601380312985525,20.108502343009437,23.21770482854252
1060.8019840717316,success,0.3325671907516828,23.5862011907137,3
1037.6776304244995,success,0.3370830934828371,16.459689332169944,9.069509429332886
1045.8543033599854,success,0.3387574920525723,20.27520964397299,9.217173745328362
1022.6508882045746,success,0.33471741998797533,12.6441690203669,8.921845113337412
977.1062579154968,success,0.38266219906487664,8.347697348509847,23.534329229371885
1020.3749375343323,success,0.3106379713342101,7.5659925871884575,5.3851749826982775
1032.317988872528,success,0.30186230399550157,10.869988296819997,3.471118465576491
1032.9268307685852,success,0.29668632066223366,9.708834237304725,3
979.9570569992065,success,0.37199904413000295,4.014071494077929,17.0169035904455
1025.9039993286133,success,0.3217931189135113,10.869988296819999,6.637543298721158
1022.5828714370728,success,0.29501692690520875,7.429022356098116,3
1031.6463460922241,success,0.31702076051873096,9.708834237304725,6.0630797877804605
1032.5759055614471,success,0.31026124188333876,10.811276112689473,4.772105957899713
1008.1053273677826,success,0.29913318161123603,4.04676859950676,3
1008.7310757637024,success,0.35763557188295525,21.504715095930525,28.741620347263286
1004.8049416542053,success,0.3020208490203642,3.644972394448823,3.510848204207462
978.5595607757568,success,0.37122566708712224,3.10660319085369,16.829191111415966
1032.462185382843,success,0.29964937422095933,11.21307231774741,3
1005.7864825725555,success,0.35226038921905234,24.940765964607063,19.53820380439348
1023.5858449935913,success,0.31160679903144867,8.299490611128087,5.422717016957987
1031.5755727291107,success,0.3430209040805486,22.487393570658586,10.880653840607096
1010.0691676139832,success,0.2954579477581575,6.558554101068145,3
1001.9104633331299,success,0.35000876274454634,27.77990130784947,22.293546151737644
1021.2563509941101,success,0.32961694557418364,17.648697936304053,6.838591285241228
1029.3634605407715,success,0.34238220549679177,18.477280390960935,10.565983284459286
1050.8805122375488,success,0.31780386551004064,16.82011548164717,3.111199286023171
1041.7400560379028,success,0.30659846869269186,13.69805720737981,3
1037.1111438274384,success,0.3228895981117483,16.82011548164717,5.198352140144685
1033.539113998413,success,0.29708868452792186,9.978750753245242,3
1041.7861878871918,success,0.31060696399793836,13.69805720737981,3.8641524751066516
1025.888245344162,success,0.31955091601727525,8.7583829625948,6.618107579321401
1031.433803319931,success,0.29961795962607485,11.199118543895684,3
1018.4051954746246,success,0.30435637218142786,6.462094701565366,4.487659307161189
1032.1415235996246,success,0.3059534044593395,13.495406804925118,3
1020.9015755653381,success,0.294957031755072,7.482628871909471,3
1037.3956789970398,success,0.30133891093357257,9.978750753245242,3.629800191163437
1025.4578595161438,success,0.29634261030449827,9.495318521126489,3
1010.548425912857,success,0.3033132057137345,5.469939222692452,4.2477069702566315
1023.644992351532,success,0.29499679051754085,7.627508149828538,3
1020.9956560134888,success,0.310321849619951,7.337749593990404,5.363620591914438
1030.4471797943115,success,0.29584432329776406,9.04238395650098,3
1012.1910529136658,success,0.30374846949558953,5.922873787317961,4.362130452713167
1032.7584192752838,success,0.29854172656757627,9.78334497795398,3.2546709640104847
1025.328319311142,success,0.29614019277195025,9.303072905150595,3
988.2134037017822,success,0.3822768268738047,5.630665967731628,20.47618419596919
1036.9153504371643,success,0.30417659122892465,11.303037813061852,3.698014690346654
1036.3358843326569,success,0.30087474664347597,11.686602901126015,3
1030.9020211696625,success,0.3230737493927562,11.303037813061852,6.799062755893662
1022.6173071861267,success,0.3205736537070591,14.485960395977278,5.59684377967179
1033.3031628131866,success,0.2956814510764316,8.88724540627475,3
1011.0029981136322,success,0.31318467460796307,6.427571048384784,5.920616724792655
1033.3472967147827,success,0.29998750007580394,11.346919764164719,3
