timestamp,scenario_id,r,rOld,kp,ki,delta,deltaOld,et0,opt_avg,obs_avg,daily_pluv
1625986800,2021,0.1540847297511718,0,12.5678183123166,4.876628531850319,2.6879228776421416,0,7.909412676835701,4.71830645976308,4.872391189514252,0.0
1626073200,2021,0.24454407928634603,0.1540847297511718,12.5678183123166,4.876628531850319,5.0173501815934145,2.6879228776421416,8.171899400888595,4.71830645976308,4.962850539049426,0.0
1626159600,2021,0.27759085119392,0.24454407928634603,12.5678183123166,4.876628531850319,6.786383471849259,5.0173501815934145,7.307248568315713,4.71830645976308,4.996212639797706,49.2
1626246000,2021,-0.36160802846895385,0.27759085119392,12.5678183123166,4.876628531850319,0,6.786383471849259,3.7200181370317593,4.71830645976308,4.446839545585897,0.0
1626332400,2021,-0.41804277865342976,-0.36160802846895385,12.5678183123166,4.876628531850319,0,0,6.588938290136868,4.71830645976308,4.32555528324594,0.0
1626418800,2021,-0.41086925362386256,-0.41804277865342976,12.5678183123166,4.876628531850319,0,0,4.2070949143533625,4.71830645976308,4.308881521663649,10.799999999999999
1626505200,2021,-0.5055983098657415,-0.41086925362386256,12.5678183123166,4.876628531850319,0,0,1.7206288405645938,4.71830645976308,4.221971194147556,0.8
1626591600,2021,-0.5307008919156266,-0.5055983098657415,12.5678183123166,4.876628531850319,0,0,2.3398193330169916,4.71830645976308,4.187932243161067,0.0
1626678000,2021,-0.4469256805023597,-0.5307008919156266,12.5678183123166,4.876628531850319,0,0,5.542148180411579,4.71830645976308,4.271380779260721,0.0
1626764400,2021,-0.30806649834582894,-0.4469256805023597,12.5678183123166,4.876628531850319,0.2428310967996652,0,6.336708517861463,4.71830645976308,4.410239961417251,0.0
1626850800,2021,-0.10547540567098727,-0.30806649834582894,12.5678183123166,4.876628531850319,2.274594768527146,0.2428310967996652,7.723088615724408,4.71830645976308,4.612831054092093,0.0
1626937200,2021,0.045872187003879725,-0.10547540567098727,12.5678183123166,4.876628531850319,4.400405431232866,2.274594768527146,6.384988487195638,4.71830645976308,4.76417864676696,0.0
1627023600,2021,0.15689131426151395,0.045872187003879725,12.5678183123166,4.876628531850319,6.560774311325963,4.400405431232866,6.724001721462045,4.71830645976308,4.875197774024595,0.0
1627110000,2021,0.1878440024326222,0.15689131426151395,12.5678183123166,4.876628531850319,7.865827494338128,6.560774311325963,6.639604206034317,4.71830645976308,4.911819501186616,0.0
1627196400,2021,0.1516114426496733,0.1878440024326222,12.5678183123166,4.876628531850319,8.149815952976262,7.865827494338128,6.068344799075018,4.71830645976308,4.8886802494899975,0.0
1627282800,2021,0.050150437352197166,0.1516114426496733,12.5678183123166,4.876628531850319,7.119237526289086,8.149815952976262,3.7441148307248353,4.71830645976308,4.802712985994463,0.0
1627369200,2021,-0.017137536619799505,0.050150437352197166,12.5678183123166,4.876628531850319,6.1900010947594,7.119237526289086,5.25782491390273,4.71830645976308,4.741207575167973,1.0
1627455600,2021,-0.0979826588754514,-0.017137536619799505,12.5678183123166,4.876628531850319,4.696129256914761,6.1900010947594,4.067188753317478,4.71830645976308,4.664393034932251,0.0
1627542000,2021,-0.1260972991208897,-0.0979826588754514,12.5678183123166,4.876628531850319,3.727859879711753,4.696129256914761,5.501441403272102,4.71830645976308,4.62613787911255,0.0
1627628400,2021,-0.0963182191921813,-0.1260972991208897,12.5678183123166,4.876628531850319,3.6324097699141102,3.727859879711753,7.363960029273559,4.71830645976308,4.641769722367074,0.0
1627714800,2021,-0.03892309646662719,-0.0963182191921813,12.5678183123166,4.876628531850319,4.163927761564872,3.6324097699141102,8.127164249908118,4.71830645976308,4.6912665397685895,0.0
1627801200,2021,0.0012958596194371354,-0.03892309646662719,12.5678183123166,4.876628531850319,4.675711720358988,4.163927761564872,7.011084171391055,4.71830645976308,4.732843502241084,9.0
1627887600,2021,-0.022877855679453288,0.0012958596194371354,12.5678183123166,4.876628531850319,4.260334054794889,4.675711720358988,7.304828236834061,4.71830645976308,4.719761793341043,0.0
1627974000,2021,-0.014868598249460942,-0.022877855679453288,12.5678183123166,4.876628531850319,4.288484316539663,4.260334054794889,7.320018177389831,4.71830645976308,4.722070191148833,0.0
1628060400,2021,0.021241962021690947,-0.014868598249460942,12.5678183123166,4.876628531850319,4.845904435250917,4.288484316539663,8.239496207860649,4.71830645976308,4.753937022906437,0.0
1628146800,2021,-0.008462275023495178,0.021241962021690947,12.5678183123166,4.876628531850319,4.431319609137093,4.845904435250917,4.198759507591638,4.71830645976308,4.728118734937573,0.0
1628233200,2021,0.036543416105607594,-0.008462275023495178,12.5678183123166,4.876628531850319,5.17515162389978,4.431319609137093,8.25634687060054,4.71830645976308,4.76839625226004,0.0
1628319600,2021,0.06273307509317325,0.036543416105607594,12.5678183123166,4.876628531850319,5.810224403607112,5.17515162389978,7.823891414052509,4.71830645976308,4.797083413399146,0.0
1628406000,2021,0.05934090079160241,0.06273307509317325,12.5678183123166,4.876628531850319,6.0569757032072875,5.810224403607112,6.8058425683475985,4.71830645976308,4.798588875636611,0.0
1628492400,2021,0.06526967617379788,0.05934090079160241,12.5678183123166,4.876628531850319,6.449783440119029,6.0569757032072875,8.235329351972808,4.71830645976308,4.806584608794783,0.0
1655967600,2022,-0.33161566858612057,0,12.5678183123166,4.876628531850319,0,0,5.915965904891959,4.71830645976308,4.386690791176959,0.0
1656054000,2022,-0.2564229202880146,-0.33161566858612057,12.5678183123166,4.876628531850319,0,0,5.717907755951627,4.71830645976308,4.461883539475066,0.0
