timestamp,irrigation
1625961600,0
1625965200,0
1625968800,0
1625972400,0
1625976000,0
1625979600,0
1625983200,0
1625986800,0
1625990400,0
1625994000,0
1625997600,0
1626001200,0
1626004800,0
1626008400,0
1626012000,0
1626015600,0
1626019200,0
1626022800,0
1626026400,0
1626030000,0
1626033600,0
1626037200,0
1626040800,0
1626044400,0
1626048000,0
1626051600,0
1626055200,0
1626058800,0
1626062400,0
1626066000,0
1626069600,0
1626073200,0
1626076800,0
1626080400,0
1626084000,0
1626087600,0
1626091200,0
1626094800,0
1626098400,0
1626102000,0
1626105600,0
1626109200,0
1626112800,0
1626116400,0
1626120000,0
1626123600,0
1626127200,0
1626130800,0
1626134400,0
1626138000,0
1626141600,0
1626145200,0
1626148800,0
1626152400,0
1626156000,0
1626159600,0
1626163200,0
1626166800,0
1626170400,0
1626174000,0
1626177600,0
1626181200,0
1626184800,0
1626188400,0
1626192000,0
1626195600,0
1626199200,0
1626202800,0
1626206400,0
1626210000,0
1626213600,0
1626217200,0
1626220800,0
1626224400,0
1626228000,0
1626231600,0
1626235200,0
1626238800,0
1626242400,0
1626246000,0
1626249600,0
1626253200,0
1626256800,0
1626260400,0
1626264000,0
1626267600,0
1626271200,0
1626274800,0
1626278400,0
1626282000,0
1626285600,0
1626289200,0
1626292800,0
1626296400,0
1626300000,0
1626303600,0
1626307200,0
1626310800,0
1626314400,0
1626318000,0
1626321600,0
1626325200,0
1626328800,0
1626332400,0
1626336000,0
1626339600,0
1626343200,0
1626346800,0
1626350400,0
1626354000,0
1626357600,0
1626361200,0
1626364800,0
1626368400,0
1626372000,0
1626375600,0
1626379200,0
1626382800,0
1626386400,0
1626390000,0
1626393600,0
1626397200,0
1626400800,0
1626404400,0
1626408000,0
1626411600,0
1626415200,0
1626418800,0
1626422400,0
1626426000,0
1626429600,0
1626433200,0
1626436800,0
1626440400,0
1626444000,0
1626447600,0
1626451200,0
1626454800,0
1626458400,0
1626462000,0
1626465600,0
1626469200,0
1626472800,0
1626476400,0
1626480000,0
1626483600,0
1626487200,0
1626490800,0
1626494400,0
1626498000,0
1626501600,0
1626505200,0
1626508800,0
1626512400,0
1626516000,0
1626519600,0
1626523200,0
1626526800,0
1626530400,0
1626534000,0
1626537600,0
1626541200,0
1626544800,0
1626548400,0
1626552000,0
1626555600,0
1626559200,0
1626562800,0
1626566400,0
1626570000,0
1626573600,0
1626577200,0
1626580800,0
1626584400,0
1626588000,0
1626591600,0
1626595200,0
1626598800,0
1626602400,0
1626606000,0
1626609600,0
1626613200,0
1626616800,0
1626620400,0
1626624000,0
1626627600,0
1626631200,0
1626634800,0
1626638400,0
1626642000,0
1626645600,0
1626649200,0
1626652800,0
1626656400,0
1626660000,0
1626663600,0
1626667200,0
1626670800,0
1626674400,0
1626678000,0
1626681600,0
1626685200,0
1626688800,0
1626692400,0
1626696000,0
1626699600,0
1626703200,0
1626706800,0
1626710400,0
1626714000,0
1626717600,0
1626721200,0
1626724800,0
1626728400,0
1626732000,0
1626735600,0
1626739200,0
1626742800,0
1626746400,0
1626750000,0
1626753600,0
1626757200,0
1626760800,0
1626764400,0
1626768000,0
1626771600,0
1626775200,0
1626778800,0
1626782400,0
1626786000,0
1626789600,0
1626793200,0
1626796800,0
1626800400,0
1626804000,0
1626807600,0
1626811200,0
1626814800,0
1626818400,0
1626822000,0
1626825600,0
1626829200,0
1626832800,0
1626836400,0
1626840000,0
1626843600,0
1626847200,0
1626850800,0
1626854400,0
1626858000,0
1626861600,0
1626865200,0
1626868800,0
1626872400,0
1626876000,0
1626879600,0
1626883200,0
1626886800,0
1626890400,0
1626894000,0
1626897600,0
1626901200,0
1626904800,0
1626908400,0
1626912000,0
1626915600,0
1626919200,0
1626922800,0
1626926400,0
1626930000,0
1626933600,0
1626937200,0
1626940800,0
1626944400,0
1626948000,0
1626951600,0
1626955200,0
1626958800,0
1626962400,0
1626966000,0
1626969600,0
1626973200,0
1626976800,0
1626980400,0
1626984000,0
1626987600,0
1626991200,0
1626994800,0
1626998400,0
1627002000,0
1627005600,0
1627009200,0
1627012800,0
1627016400,0
1627020000,0
1627023600,0
1627027200,0
1627030800,0
1627034400,0
1627038000,0
1627041600,0
1627045200,0
1627048800,0
1627052400,0
1627056000,0
1627059600,0
1627063200,0
1627066800,0
1627070400,0
1627074000,0
1627077600,0
1627081200,0
1627084800,0
1627088400,0
1627092000,0
1627095600,0
1627099200,0
1627102800,0
1627106400,0
1627110000,0
1627113600,0
1627117200,0
1627120800,0
1627124400,0
1627128000,0
1627131600,0
1627135200,0
1627138800,0
1627142400,0
1627146000,0
1627149600,0
1627153200,0
1627156800,0
1627160400,0
1627164000,0
1627167600,0
1627171200,0
1627174800,0
1627178400,0
1627182000,0
1627185600,0
1627189200,0
1627192800,0
1627196400,0
1627200000,0
1627203600,0
1627207200,0
1627210800,0
1627214400,0
1627218000,0
1627221600,0
1627225200,0
1627228800,0
1627232400,0
1627236000,0
1627239600,0
1627243200,0
1627246800,0
1627250400,0
1627254000,0
1627257600,0
1627261200,0
1627264800,0
1627268400,0
1627272000,0
1627275600,0
1627279200,0
1627282800,0
1627286400,0
1627290000,0
1627293600,0
1627297200,0
1627300800,0
1627304400,0
1627308000,0
1627311600,0
1627315200,0
1627318800,0
1627322400,0
1627326000,0
1627329600,0
1627333200,0
1627336800,0
1627340400,0
1627344000,0
1627347600,0
1627351200,0
1627354800,0
1627358400,0
1627362000,0
1627365600,0
1627369200,0
1627372800,0
1627376400,0
1627380000,0
1627383600,0
1627387200,0
1627390800,0
1627394400,0
1627398000,0
1627401600,0
1627405200,0
1627408800,0
1627412400,0
1627416000,0
1627419600,0
1627423200,0
1627426800,0
