timestamp,wind_speed
1655938800,2.16
1655942400,5.76
1655946000,3.06
1655949600,1.26
1655953200,1.8
1655956800,0.0
1655960400,0.0
1655964000,0.0
1655967600,3.6
1655971200,6.12
1655974800,2.88
1655978400,6.48
1655982000,5.58
1655985600,6.12
1655989200,3.06
1655992800,3.6
1655996400,7.74
1656000000,5.76
1656003600,4.86
1656007200,7.92
1656010800,1.26
1656014400,0.0
1656018000,0.0
1656021600,0.0
1656025200,2.34
1656028800,1.98
1656032400,1.8
1656036000,2.52
1656039600,1.8
1656043200,1.8
1656046800,2.16
1656050400,2.34
1656054000,5.22
1656057600,11.7
1656061200,6.84
1656064800,10.62
1656068400,10.08
1656072000,5.94
1656075600,12.06
1656079200,8.28
1656082800,7.02
1656086400,8.46
1656090000,5.58
1656093600,7.74
1656097200,7.02
1656100800,4.32
1656104400,12.96
1656108000,8.82
1656111600,2.7
1656115200,3.24
1656118800,1.98
1656122400,0.0
1656126000,0.0
1656129600,0.0
1656133200,2.7
1656136800,9.0
1656140400,12.24
1656144000,9.9
1656147600,9.36
1656151200,9.54
1656154800,8.28
1656158400,7.2
1656162000,10.8
1656165600,7.74
1656169200,7.92
1656172800,7.56
1656176400,6.48
1656180000,5.58
1656183600,5.94
1656187200,5.58
1656190800,4.32
1656194400,2.34
1656198000,2.88
1656201600,1.62
1656205200,2.34
1656208800,1.62
1656212400,1.62
1656216000,1.08
1656219600,1.8
1656223200,2.52
1656226800,7.02
1656230400,6.66
1656234000,8.1
1656237600,6.48
1656241200,11.34
1656244800,13.14
1656248400,9.9
1656252000,10.08
1656255600,8.1
1656259200,10.44
1656262800,6.3
1656266400,1.8
1656270000,0.0
1656273600,0.9
1656277200,2.52
1656280800,1.44
1656284400,5.04
1656288000,3.96
1656291600,3.06
1656295200,1.08
1656298800,2.16
1656302400,3.24
1656306000,1.26
1656309600,1.62
1656313200,2.7
1656316800,5.76
1656320400,5.58
1656324000,6.84
1656327600,7.56
1656331200,9.54
1656334800,7.92
1656338400,7.74
1656342000,6.84
1656345600,6.66
1656349200,1.08
1656352800,1.98
1656356400,0.0
1656360000,0.0
1656363600,0.0
1656367200,0.0
1656370800,1.26
1656374400,1.44
1656378000,0.18
1656381600,0.0
1656385200,0.18
1656388800,1.44
1656392400,3.96
1656396000,3.6
1656399600,0.9
1656403200,0.72
1656406800,0.18
1656410400,3.42
1656414000,4.68
1656417600,2.88
1656421200,2.34
1656424800,3.24
1656428400,3.6
1656432000,1.08
1656435600,4.86
1656439200,4.14
1656442800,4.86
1656446400,0.72
1656450000,5.4
1656453600,3.96
1656457200,1.62
1656460800,1.26
1656464400,1.98
1656468000,0.0
1656471600,0.0
1656475200,0.0
1656478800,1.44
1656482400,1.62
1656486000,4.86
1656489600,4.14
1656493200,0.0
1656496800,7.56
1656500400,7.74
1656504000,7.2
1656507600,8.64
1656511200,7.02
1656514800,6.48
1656518400,7.56
1656522000,7.38
1656525600,7.92
1656529200,8.28
1656532800,5.58
1656536400,5.58
1656540000,4.68
1656543600,2.88
1656547200,0.9
1656550800,0.18
1656554400,0.72
1656558000,0.0
1656561600,1.8
1656565200,2.7
1656568800,3.06
1656572400,4.5
1656576000,3.42
1656579600,2.52
1656583200,5.76
1656586800,6.3
1656590400,2.88
1656594000,2.34
1656597600,8.64
1656601200,11.34
1656604800,10.44
1656608400,6.48
1656612000,0.0
1656615600,1.26
1656619200,2.7
1656622800,2.16
1656626400,0.0
1656630000,4.5
1656633600,3.06
1656637200,5.04
1656640800,4.32
1656644400,3.6
1656648000,1.26
1656651600,0.0
1656655200,0.0
1656658800,3.42
1656662400,6.12
1656666000,3.96
1656669600,7.2
1656673200,5.76
1656676800,7.38
1656680400,10.26
1656684000,10.8
1656687600,9.36
1656691200,6.12
1656694800,3.6
1656698400,0.9
1656702000,1.98
1656705600,6.12
