"refStructureName","companyName","fieldName","sectorName","plantRow","value","timestamp","detectedValueTypeDescription"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",2.16290780055539,1718575200,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1718488800,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",2.03037836582047,1718488800,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.98386197866625,1718402400,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1718402400,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1718316000,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.93492295024107,1718316000,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.93487175664699,1718229600,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1718229600,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1718143200,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.92013834198499,1718143200,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.80950876908932,1718056800,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1718056800,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1717970400,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.73316472991078,1717970400,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1717884000,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.69527893924922,1717884000,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.69692902070929,1717797600,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1717797600,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.54749678838885,1717711200,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1717711200,"Media Pot. Idr. Ottimale"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.52410666126553,1717624800,"Media Pot. Idr. Giornaliera"
"AGRISOL","AZ. AGR. ANCARANI BIAGIO","Fondo Ancarani 2024","T1","T1 alto",1.799092,1717624800,"Media Pot. Idr. Ottimale"
