time_total_s,status,rmse,config__pidKP,config__pidKI
627.8384523391724,success,0.34458622337538997,5.630665967731628,20.476184195969186
665.7141523361206,success,0.2564036772892536,23.82565736820214,3.5603026327038405
663.9870574474335,success,0.3020874120208032,20.108502343009437,23.21770482854252
678.8008983135223,success,0.2548707871303902,23.5862011907137,3
675.0685374736786,success,0.27203820961871916,16.459689332169944,9.069509429332886
683.3221764564514,success,0.27548925288741755,20.27520964397299,9.217173745328362
671.8474957942963,success,0.26727142649613017,12.6441690203669,8.921845113337412
643.5348641872406,success,0.3116383571138043,8.347697348509847,23.534329229371885
670.4982047080994,success,0.24215370582074155,7.5659925871884575,5.3851749826982775
662.1786875724792,success,0.22610794892432687,10.869988296819997,3.471118465576491
662.8605437278748,success,0.22233590280806903,9.708834237304725,3
630.8976905345917,success,0.3078441637467988,4.014071494077929,17.0169035904455
660.0017721652985,success,0.2503842214684818,10.869988296819999,6.637543298721158
661.1720535755157,success,0.22559845690507566,7.429022356098116,3
670.6693382263184,success,0.24659363273627993,11.988646118511333,6.0630797877804605
629.8182051181793,success,0.3094636900403159,5.630665967731628,20.47618419596919
665.9843866825104,success,0.2379709416605284,13.09108799389608,4.772105957899713
666.6502199172974,success,0.2295780858870341,6.3265804807133685,3
647.6654191017151,success,0.2955656985221415,6.450955350303852,14.077244244319582
668.4255859851837,success,0.22671614500943574,7.5241119733195125,3.294938348214215
671.7870364189148,success,0.2842028201611663,10.223498928459787,11.874870055011018
667.2059531211853,success,0.22345265841782197,11.893556501289938,3
647.2879726886749,success,0.3017089538209511,21.504715095930525,28.741620347263286
666.4226858615875,success,0.23690260509427036,10.383096048331387,4.876628531850319
664.5613648891449,success,0.22260558738390646,9.034572426278064,3
638.8935973644257,success,0.3088423766795287,3.10660319085369,16.829191111415966
659.7785737514496,success,0.22434863792487098,11.532484698514155,3.1972672804750393
660.0245630741119,success,0.2921855063015808,24.940765964607063,19.53820380439348
668.4830100536346,success,0.22463791178545994,7.885183776095294,3
670.3000357151031,success,0.2339762094604803,8.867786010932278,4.486148673893618
680.0869789123535,success,0.2844770321914345,22.487393570658586,10.880653840607096
667.8382034301758,success,0.2490768971974915,15.064839112274015,5.968820171663806
672.9343585968018,success,0.23353286400174006,17.184881692135612,3
670.4912872314453,success,0.250563003153566,15.064839112274019,6.175754943249526
667.9238135814667,success,0.23062734340983548,16.01081948614545,3
669.0699589252472,success,0.25639080450199997,17.184881692135612,6.633397574786651
673.4231278896332,success,0.24777875094540724,13.727588566861138,6.0605320728958425
671.998676776886,success,0.22223220862447202,10.549882463677172,3
659.5772109031677,success,0.2903431708900549,27.77990130784947,22.293546151737644
672.9741117954254,success,0.23727860708536813,18.294050405429765,3
665.117947101593,success,0.25799602843006,17.648697936304053,6.838591285241228
665.024080991745,success,0.23032091759792922,11.846828952384334,3.9438596198062266
668.3682699203491,success,0.22238056037986084,9.252935974970011,3
661.9351711273193,success,0.23423371132019916,11.040786839150066,4.527073695213219
662.7268738746643,success,0.22223732495985027,10.05897808820428,3
659.9185605049133,success,0.22625031068183601,9.250329282004103,3.547122788947071
670.7743172645569,success,0.22337198793094218,11.849435645350242,3
664.883043050766,success,0.22339341908608676,11.898489272561465,3
666.6029422283173,success,0.22305637422557326,9.20127565479288,3.061316188979136
670.0631737709045,success,0.23227510643931698,10.679903378229266,4.290504650935722
667.1130692958832,success,0.22218156253378016,10.419861549125079,3
666.9507992267609,success,0.23212223287074144,10.418295028775294,4.249856152985955
665.7480413913727,success,0.2220087417831266,10.421428069474862,3
673.1645045280457,success,0.2316765829399336,10.825531267850945,4.182727129225113
666.3850982189178,success,0.221891889723752,10.01732487109878,3
662.495194196701,success,0.22977320833297968,9.272586281371455,4.003746626452021
667.0679726600647,success,0.2226307765895798,10.762063460826102,3
663.3379039764404,success,0.2227107246008676,10.999886583519178,3
677.8059749603271,success,0.22779616056943341,9.03476315867838,3.7724735195644907
665.6960275173187,success,0.22211888679408612,10.639588820211667,3
675.4636044502258,success,0.2289591891177176,9.39506092198589,3.909828323165657
664.802964925766,success,0.23032225996591588,9.801295739320853,4.050896781707044
662.7414855957031,success,0.22205380884502013,10.233354002876705,3
662.6281456947327,success,0.2258474937186716,9.080394438761791,3.4643935453479346
668.9023263454437,success,0.22268916932775265,10.954255303435767,3
662.4749155044556,success,0.2242945760160517,11.011984134860446,3.228213760412625
666.1365146636963,success,0.22258949538850853,9.022665607337112,3
665.9843368530273,success,0.2248908113737937,9.094168633806547,3.3766609491828925
669.4401662349701,success,0.2226302980679462,10.940481108391012,3
661.2962048053741,success,0.2236063870599257,10.986109763812347,3.1110198039421317
659.9771325588226,success,0.22783987517716653,11.303037813061852,3.698014690346654
668.2093896865845,success,0.25694169851459525,12.131620267718732,7.425406689564712
672.2158613204956,success,0.2240508520328467,11.750699198333807,3.1345826980478386
668.5116109848022,success,0.22346052483502377,12.13426428639797,3
663.4862666130066,success,0.2253587436079551,12.75018176538737,3.1486551809437837
662.7616286277771,success,0.2871356743486193,13.333146081263045,12.362970312805457
659.3944046497345,success,0.22555460572045172,13.390556945122047,3.051650290021195
654.603640794754,success,0.2942412352287157,8.754167468715265,13.951217270628192
655.7550323009491,success,0.2617805123617438,4.162584596270623,7.078187518836293
659.8845920562744,success,0.2518032900618602,11.750699198333809,6.799062755893662
669.9527232646942,success,0.27146962318918744,16.010292346038984,9.231335626655085
654.7232670783997,success,0.29736882082578764,11.50348295548523,15.2111088774616
659.1277315616608,success,0.2489030220413778,5.713948551974688,5.873290538439692
621.9088127613068,success,0.31484569137434804,10.884526947025407,28.36777617344895
667.6233153343201,success,0.22647856352989704,14.195906069980484,3.02815489697324
666.3094348907471,success,0.2460097223258455,14.933621781249233,5.59684377967179
662.7869410514832,success,0.2279310554032204,13.837849650628788,3.307163424498663
668.423752784729,success,0.2695805180705018,18.395805693764935,8.460565417690706
670.2450201511383,success,0.23727104601444263,9.496986933590415,4.877718265995008
674.4499468803406,success,0.28074332172985716,14.589577443309752,10.90411095108168
666.1270613670349,success,0.2224317338746266,9.334906791546707,3
658.1121230125427,success,0.2576635144715237,6.35867997905785,7.281520587826396
659.4975926876068,success,0.22271559429915996,9.04853997838521,3
666.9709837436676,success,0.22890312422412407,9.613726906968312,3.8650772701613088
665.6630048751831,success,0.22211484041348528,10.420922835229247,3
660.3630447387695,success,0.2226292037504528,9.108029077489732,3
668.2608785629272,success,0.2245472388412067,10.926620664707826,3.219046021933504
662.9722859859467,success,0.22615919823451935,10.795427128233737,3.4855004877395395
664.1141664981842,success,0.22269547413102517,9.239222613963822,3
671.2353594303131,success,0.22271147153157916,10.779975379385146,3
