timestamp,air_humidity
1687474800,43.3
1687478400,38.55
1687482000,39.2
1687485600,40.25
1687489200,57.1
1687492800,62.15
1687496400,52.4
1687500000,42.85
1687503600,44.1
1687507200,49.1
1687510800,49.45
1687514400,48.25
1687518000,47.35
1687521600,45.0
1687525200,42.9
1687528800,51.7
1687532400,50.35
1687536000,52.85
1687539600,56.95
1687543200,59.5
1687546800,74.7
1687550400,81.4
1687554000,80.8
1687557600,79.9
1687561200,80.35
1687564800,85.0
1687568400,84.8
1687572000,85.7
1687575600,88.2
1687579200,89.55
1687582800,83.05
1687586400,70.05
1687590000,63.1
1687593600,57.45
1687597200,51.95
1687600800,45.4
1687604400,42.25
1687608000,40.15
1687611600,38.75
1687615200,38.6
1687618800,40.2
1687622400,40.0
1687626000,43.45
1687629600,51.75
1687633200,74.55
1687636800,79.75
1687640400,83.1
1687644000,82.85
1687647600,84.85
1687651200,83.85
1687654800,84.25
1687658400,85.2
1687662000,85.9
1687665600,85.25
1687669200,75.35
1687672800,65.3
1687676400,56.25
1687680000,54.0
1687683600,49.45
1687687200,46.0
1687690800,46.5
1687694400,44.6
1687698000,46.55
1687701600,45.3
1687705200,40.4
1687708800,36.75
1687712400,40.0
1687716000,50.2
1687719600,67.4
1687723200,72.9
1687726800,72.0
1687730400,74.4
1687734000,75.95
1687737600,77.2
1687741200,76.7
1687744800,76.05
1687748400,75.65
1687752000,73.7
1687755600,65.7
1687759200,58.4
1687762800,50.85
1687766400,47.45
1687770000,42.3
1687773600,42.25
1687777200,40.5
1687780800,39.55
1687784400,37.9
1687788000,37.4
1687791600,38.05
1687795200,40.5
1687798800,42.35
1687802400,49.9
1687806000,69.2
1687809600,77.55
1687813200,76.95
1687816800,75.8
1687820400,76.45
1687824000,76.4
1687827600,74.75
1687831200,71.9
1687834800,68.25
1687838400,63.75
1687842000,56.25
1687845600,50.85
1687849200,46.3
1687852800,41.05
1687856400,36.1
1687860000,33.5
1687863600,31.65
1687867200,30.65
1687870800,33.05
1687874400,34.35
1687878000,34.8
1687881600,36.3
1687885200,39.15
1687888800,48.9
1687892400,55.65
1687896000,52.8
1687899600,55.15
1687903200,74.9
1687906800,81.4
1687910400,83.55
1687914000,79.5
1687917600,83.3
1687921200,83.3
1687924800,86.45
1687928400,83.2
1687932000,80.45
1687935600,81.65
1687939200,83.85
1687942800,86.9
1687946400,84.0
1687950000,79.25
1687953600,75.2
1687957200,71.45
1687960800,65.95
1687964400,59.25
1687968000,57.45
1687971600,57.25
1687975200,61.6
1687978800,76.65
1687982400,84.05
1687986000,87.9
1687989600,91.3
1687993200,92.6
1687996800,92.85
1688000400,92.55
1688004000,90.35
1688007600,89.1
1688011200,90.15
1688014800,79.65
1688018400,67.1
1688022000,54.7
1688025600,52.4
1688029200,48.75
1688032800,45.95
1688036400,41.15
1688040000,37.45
1688043600,35.7
1688047200,39.95
1688050800,42.4
1688054400,43.5
1688058000,40.85
1688061600,44.55
1688065200,60.4
1688068800,74.55
1688072400,75.45
1688076000,75.1
1688079600,77.8
1688083200,79.6
1688086800,79.85
1688090400,79.75
1688094000,80.55
1688097600,79.45
1688101200,70.5
1688104800,62.75
1688108400,59.0
1688112000,62.05
1688115600,65.45
1688119200,66.9
1688122800,66.65
1688126400,66.55
1688130000,64.15
1688133600,59.5
1688137200,52.05
1688140800,52.5
1688144400,54.55
1688148000,59.85
1688151600,72.3
1688155200,80.7
1688158800,84.45
1688162400,85.65
1688166000,89.1
1688169600,91.85
1688173200,92.2
1688176800,90.35
1688180400,91.0
1688184000,90.5
1688187600,86.3
1688191200,76.85
1688194800,72.3
1688198400,75.6
1688202000,71.1
1688205600,65.55
1688209200,62.35
1688212800,58.4
1688216400,54.5
1688220000,54.5
1688223600,51.05
1688227200,47.35
1688230800,50.1
1688234400,66.3
1688238000,75.75
1688241600,83.2
1688245200,82.9
1688248800,83.65
1688252400,83.25
1688256000,82.95
1688259600,85.7
1688263200,86.35
1688266800,86.9
1688270400,86.45
1688274000,77.2
1688277600,66.05
1688281200,58.0
1688284800,57.05
1688288400,54.15
1688292000,51.75
1688295600,49.9
1688299200,48.6
1688302800,51.35
1688306400,51.45
1688310000,56.45
1688313600,55.6
1688317200,61.25
1688320800,66.2
1688324400,73.4
1688328000,83.7
1688331600,88.2
1688335200,89.0
1688338800,88.1
1688342400,88.55
1688346000,87.6
1688349600,83.05
1688353200,73.2
1688356800,71.3
1688360400,63.65
1688364000,57.7
1688367600,53.8
1688371200,45.05
1688374800,43.2
1688378400,41.05
1688382000,39.1
1688385600,36.1
1688389200,36.75
1688392800,45.65
1688396400,52.75
1688400000,47.05
1688403600,59.8
1688407200,66.75
1688410800,68.65
1688414400,77.7
1688418000,81.05
1688421600,85.05
1688425200,86.1
1688428800,86.5
1688432400,86.1
1688436000,86.9
1688439600,84.45
1688443200,81.0
1688446800,72.7
1688450400,66.05
1688454000,68.7
1688457600,63.85
1688461200,61.1
1688464800,58.1
1688468400,55.1
1688472000,51.9
1688475600,49.85
1688479200,46.85
1688482800,55.45
1688486400,53.55
1688490000,52.95
1688493600,59.5
1688497200,70.0
1688500800,79.65
1688504400,83.8
1688508000,86.35
1688511600,88.5
1688515200,75.5
1688518800,64.25
1688522400,69.75
1688526000,81.8
1688529600,87.55
1688533200,73.85
1688536800,66.05
1688540400,68.2
1688544000,62.45
1688547600,57.5
1688551200,55.65
1688554800,52.1
1688558400,47.65
1688562000,43.25
1688565600,42.55
1688569200,43.15
1688572800,45.3
1688576400,46.45
1688580000,48.8
1688583600,55.1
1688587200,55.7
1688590800,58.35
1688594400,60.45
1688598000,61.4
1688601600,63.65
1688605200,67.05
1688608800,72.7
1688612400,76.75
1688616000,81.15
1688619600,72.5
1688623200,63.25
1688626800,58.6
1688630400,53.35
1688634000,54.2
1688637600,55.1
1688641200,62.9
1688644800,68.6
1688648400,86.95
1688652000,87.8
1688655600,81.75
1688659200,74.7
1688662800,76.15
1688666400,84.75
1688670000,90.45
1688673600,91.7
1688677200,92.4
1688680800,92.7
1688684400,92.45
1688688000,92.55
1688691600,92.55
1688695200,93.05
1688698800,93.0
1688702400,92.4
1688706000,86.05
1688709600,78.15
1688713200,68.3
1688716800,59.4
1688720400,57.85
1688724000,55.55
1688727600,52.6
1688731200,49.25
1688734800,45.05
1688738400,45.4
1688742000,47.1
1688745600,46.05
1688749200,45.8
1688752800,53.45
1688756400,77.85
1688760000,85.95
1688763600,87.55
1688767200,88.75
1688770800,89.7
1688774400,89.25
1688778000,89.8
1688781600,88.3
1688785200,87.2
1688788800,85.8
1688792400,76.6
1688796000,65.65
1688799600,58.4
1688803200,60.65
1688806800,48.6
1688810400,44.7
1688814000,42.55
1688817600,40.1
1688821200,37.4
1688824800,37.6
1688828400,40.8
1688832000,46.4
1688835600,48.7
1688839200,58.35
1688842800,72.85
1688846400,84.55
1688850000,87.4
1688853600,86.55
1688857200,83.85
1688860800,84.4
1688864400,84.45
1688868000,83.25
1688871600,82.55
1688875200,80.75
1688878800,72.4
1688882400,64.55
1688886000,55.4
1688889600,52.7
1688893200,47.95
1688896800,43.9
1688900400,43.1
1688904000,40.6
1688907600,37.05
1688911200,36.8
1688914800,36.2
1688918400,39.55
1688922000,43.95
1688925600,52.25
1688929200,72.85
1688932800,74.95
1688936400,76.55
1688940000,78.75
1688943600,79.6
1688947200,80.85
1688950800,81.35
1688954400,82.1
1688958000,82.7
1688961600,81.8
1688965200,73.25
1688968800,65.05
1688972400,56.5
1688976000,54.8
1688979600,49.6
1688983200,46.95
1688986800,44.05
1688990400,42.25
1688994000,40.75
1688997600,41.45
1689001200,42.85
1689004800,43.3
1689008400,44.65
1689012000,52.45
1689015600,73.0
1689019200,80.25
1689022800,80.75
1689026400,85.8
1689030000,88.2
1689033600,85.6
1689037200,78.3
1689040800,73.55
1689044400,69.5
1689048000,74.85
1689051600,66.85
1689055200,59.55
1689058800,49.75
1689062400,42.15
1689066000,43.25
1689069600,41.15
1689073200,35.25
1689076800,33.85
1689080400,33.2
1689084000,32.75
1689087600,32.45
1689091200,33.35
1689094800,36.8
1689098400,56.0
1689102000,76.55
1689105600,80.55
1689109200,73.95
1689112800,64.45
1689116400,60.2
1689120000,61.9
1689123600,60.65
1689127200,65.45
1689130800,66.55
1689134400,49.4
1689138000,46.85
1689141600,47.5
1689145200,44.9
1689148800,41.9
1689152400,40.5
1689156000,40.0
1689159600,40.0
1689163200,39.85
1689166800,39.65
1689170400,39.9
1689174000,40.05
1689177600,39.65
1689181200,43.15
1689184800,52.7
1689188400,70.15
1689192000,72.1
1689195600,81.45
1689199200,79.8
1689202800,76.45
1689206400,53.25
1689210000,50.85
1689213600,53.55
1689217200,65.0
1689220800,76.95
1689224400,73.15
1689228000,67.75
1689231600,61.65
1689235200,60.95
1689238800,65.05
1689242400,79.1
1689246000,90.4
1689249600,90.05
1689253200,70.25
1689256800,59.75
1689260400,61.05
1689264000,62.9
1689267600,57.1
1689271200,71.75
1689274800,84.75
1689278400,88.65
1689282000,90.5
1689285600,90.75
1689289200,89.45
1689292800,90.15
1689296400,91.0
1689300000,91.15
1689303600,91.6
1689307200,92.9
1689310800,89.6
1689314400,85.2
1689318000,80.2
1689321600,72.85
1689325200,69.5
1689328800,66.3
1689332400,61.45
1689336000,61.85
1689339600,61.2
1689343200,56.1
1689346800,55.4
1689350400,56.85
1689354000,56.2
1689357600,62.3
1689361200,75.95
1689364800,87.55
1689368400,90.15
1689372000,89.6
1689375600,90.25
1689379200,88.4
1689382800,87.65
1689386400,82.8
1689390000,84.6
1689393600,87.15
1689397200,77.6
1689400800,69.05
1689404400,56.2
1689408000,51.75
1689411600,51.0
1689415200,49.25
1689418800,48.0
1689422400,45.1
1689426000,44.6
1689429600,44.75
1689433200,50.05
1689436800,51.85
1689440400,55.15
1689444000,60.7
1689447600,71.0
1689451200,84.15
1689454800,84.3
1689458400,85.7
1689462000,86.5
1689465600,90.55
1689469200,92.1
1689472800,92.25
1689476400,92.95
1689480000,91.0
1689483600,79.9
1689487200,70.2
1689490800,54.9
1689494400,48.4
1689498000,46.25
1689501600,42.45
1689505200,39.5
1689508800,35.2
1689512400,34.1
1689516000,39.1
1689519600,45.15
1689523200,44.85
1689526800,46.4
1689530400,58.8
1689534000,79.75
1689537600,83.65
1689541200,84.4
1689544800,88.0
1689548400,88.6
1689552000,89.65
1689555600,90.8
1689559200,90.7
1689562800,90.15
1689566400,89.55
1689570000,77.95
1689573600,62.1
1689577200,46.4
1689580800,40.75
1689584400,41.3
1689588000,40.85
1689591600,38.4
1689595200,35.2
1689598800,31.75
1689602400,30.15
1689606000,31.05
1689609600,33.25
1689613200,36.15
1689616800,62.3
1689620400,70.15
1689624000,56.45
1689627600,37.75
1689631200,41.15
1689634800,44.15
1689638400,46.75
1689642000,47.4
1689645600,52.65
1689649200,59.85
1689652800,66.95
1689656400,56.9
1689660000,52.95
1689663600,46.85
1689667200,43.4
1689670800,45.6
1689674400,40.95
1689678000,41.1
1689681600,39.1
1689685200,41.45
1689688800,40.1
1689692400,36.15
1689696000,39.2
1689699600,40.4
1689703200,48.5
1689706800,64.65
1689710400,81.15
1689714000,78.4
1689717600,78.55
1689721200,73.3
1689724800,75.85
1689728400,68.05
1689732000,50.95
1689735600,69.15
1689739200,79.2
1689742800,73.2
1689746400,58.75
1689750000,48.8
1689753600,47.7
1689757200,40.8
1689760800,37.95
1689764400,34.8
1689768000,30.15
1689771600,27.6
1689775200,28.1
1689778800,29.9
1689782400,30.7
1689786000,33.35
1689789600,37.25
1689793200,50.05
1689796800,59.1
1689800400,68.95
1689804000,83.95
1689807600,82.55
1689811200,86.85
1689814800,90.15
1689818400,92.35
1689822000,93.4
1689825600,91.0
1689829200,81.75
1689832800,69.1
1689836400,68.9
1689840000,65.4
1689843600,61.85
1689847200,57.9
1689850800,53.35
1689854400,50.5
1689858000,47.7
1689861600,42.35
1689865200,54.2
1689868800,57.5
1689872400,61.75
1689876000,68.25
1689879600,81.0
1689883200,82.15
1689886800,62.7
1689890400,57.55
1689894000,59.25
1689897600,57.2
1689901200,52.3
1689904800,45.75
1689908400,43.6
1689912000,53.65
1689915600,55.2
1689919200,48.5
1689922800,42.55
1689926400,39.9
1689930000,41.35
1689933600,44.6
1689937200,43.85
1689940800,42.95
1689944400,41.85
1689948000,40.95
1689951600,49.65
1689955200,62.35
1689958800,66.1
1689962400,73.85
1689966000,82.85
1689969600,86.75
1689973200,91.05
1689976800,92.95
1689980400,93.4
1689984000,90.1
1689987600,91.45
1689991200,94.0
1689994800,95.15
1689998400,95.65
1690002000,90.4
1690005600,78.35
1690009200,67.0
1690012800,61.0
1690016400,46.55
1690020000,42.55
1690023600,39.55
1690027200,37.05
1690030800,33.55
1690034400,42.15
1690038000,46.7
1690041600,48.75
1690045200,51.5
1690048800,66.65
1690052400,76.8
1690056000,72.55
1690059600,61.6
1690063200,61.5
