timestamp,wind_speed
1626436800,0.54
1626440400,2.34
1626444000,2.52
1626447600,2.7
1626451200,0.36
1626454800,0.0
1626458400,0.0
1626462000,0.72
1626465600,3.06
1626469200,3.06
1626472800,3.6
1626476400,3.96
1626480000,3.96
1626483600,3.42
1626487200,0.0
1626490800,0.0
1626494400,0.0
1626498000,1.98
1626501600,5.58
1626505200,5.76
1626508800,6.3
1626512400,7.02
1626516000,6.48
1626519600,4.86
1626523200,5.04
1626526800,6.48
1626530400,7.2
1626534000,7.56
1626537600,7.56
1626541200,0.0
1626544800,0.0
1626548400,3.06
1626552000,3.06
1626555600,4.5
1626559200,4.68
1626562800,2.16
1626566400,3.24
1626570000,5.76
1626573600,6.3
1626577200,6.84
1626580800,3.96
1626584400,4.68
1626588000,0.9
1626591600,4.68
1626595200,8.1
1626598800,1.44
1626602400,2.52
1626606000,1.8
1626609600,4.32
1626613200,10.26
1626616800,9.54
1626620400,11.7
1626624000,13.5
1626627600,5.76
1626631200,3.06
1626634800,2.16
1626638400,0.0
1626642000,1.26
1626645600,1.08
1626649200,1.62
1626652800,4.68
1626656400,2.16
1626660000,1.8
1626663600,1.44
1626667200,4.14
1626670800,3.42
1626674400,1.62
1626678000,1.98
1626681600,2.52
1626685200,9.18
1626688800,9.0
1626692400,8.1
1626696000,11.16
1626699600,10.44
1626703200,6.48
1626706800,4.5
1626710400,6.66
1626714000,3.06
1626717600,0.0
1626721200,0.0
1626724800,4.5
1626728400,1.08
1626732000,1.26
1626735600,5.58
1626739200,4.14
1626742800,6.12
1626746400,3.6
1626750000,5.76
1626753600,5.76
1626757200,4.86
1626760800,4.68
1626764400,4.32
1626768000,7.74
1626771600,6.48
1626775200,9.18
1626778800,8.46
1626782400,9.18
1626786000,13.32
1626789600,9.72
1626793200,8.1
1626796800,7.02
1626800400,1.8
1626804000,0.0
1626807600,0.0
1626811200,1.08
1626814800,3.96
1626818400,3.6
1626822000,3.24
1626825600,2.7
1626829200,4.68
1626832800,5.58
1626836400,2.88
1626840000,5.22
1626843600,4.5
1626847200,3.6
1626850800,2.34
1626854400,6.3
1626858000,8.1
1626861600,8.1
1626865200,8.28
1626868800,8.82
1626872400,12.42
1626876000,9.9
1626879600,7.38
1626883200,6.12
1626886800,3.06
1626890400,0.0
1626894000,0.0
1626897600,0.9
1626901200,0.72
1626904800,1.08
1626908400,1.26
1626912000,0.0
1626915600,3.96
1626919200,0.72
1626922800,1.08
1626926400,2.52
1626930000,1.98
1626933600,1.08
1626937200,4.32
1626940800,4.32
1626944400,3.42
1626948000,2.88
1626951600,12.06
1626955200,10.98
1626958800,10.98
1626962400,13.86
1626966000,7.56
1626969600,8.28
1626973200,5.58
1626976800,1.08
1626980400,0.0
1626984000,0.0
1626987600,0.0
1626991200,0.18
1626994800,1.08
1626998400,3.06
1627002000,3.78
1627005600,2.88
1627009200,2.16
1627012800,2.52
1627016400,2.88
1627020000,1.26
1627023600,1.26
1627027200,5.76
1627030800,6.3
1627034400,5.76
1627038000,3.06
1627041600,6.48
1627045200,11.34
1627048800,12.6
1627052400,10.44
1627056000,7.38
1627059600,4.32
1627063200,0.0
1627066800,0.0
1627070400,0.0
1627074000,0.18
1627077600,0.0
1627081200,0.0
1627084800,0.54
1627088400,2.88
1627092000,0.9
1627095600,2.52
1627099200,1.26
1627102800,1.98
1627106400,2.16
1627110000,1.8
1627113600,1.98
1627117200,2.88
1627120800,4.86
1627124400,5.58
1627128000,7.56
1627131600,5.04
1627135200,4.14
1627138800,0.9
1627142400,1.62
1627146000,0.0
1627149600,0.0
1627153200,4.32
1627156800,0.0
1627160400,0.72
1627164000,1.26
1627167600,1.08
1627171200,0.54
1627174800,0.0
1627178400,0.0
1627182000,0.36
1627185600,0.9
1627189200,2.16
1627192800,3.24
1627196400,1.44
1627200000,1.98
1627203600,4.86
1627207200,4.86
1627210800,2.7
1627214400,1.62
1627218000,4.68
1627221600,1.08
1627225200,1.8
1627228800,7.38
1627232400,3.6
1627236000,1.8
1627239600,1.08
1627243200,0.72
1627246800,0.0
1627250400,1.62
1627254000,2.7
1627257600,2.16
1627261200,0.72
1627264800,4.5
1627268400,0.0
1627272000,0.0
1627275600,0.0
1627279200,0.0
1627282800,2.52
1627286400,5.04
1627290000,7.56
1627293600,6.48
1627297200,8.1
1627300800,5.22
1627304400,7.02
1627308000,7.02
1627311600,3.96
1627315200,10.8
1627318800,4.68
1627322400,0.0
1627326000,0.72
1627329600,0.0
1627333200,1.62
1627336800,0.36
1627340400,1.98
1627344000,0.0
1627347600,0.0
1627351200,0.0
1627354800,0.18
1627358400,0.0
1627362000,1.8
1627365600,0.0
1627369200,0.0
1627372800,3.24
1627376400,3.6
1627380000,3.78
1627383600,6.66
1627387200,6.84
1627390800,6.3
1627394400,4.86
1627398000,5.22
1627401600,1.62
1627405200,1.44
1627408800,2.16
1627412400,1.62
1627416000,0.0
1627419600,1.62
1627423200,2.16
1627426800,0.0
1627430400,0.0
1627434000,0.0
1627437600,0.0
1627441200,0.36
1627444800,0.0
1627448400,0.0
1627452000,3.78
1627455600,4.14
1627459200,6.84
1627462800,7.38
1627466400,6.3
1627470000,5.58
1627473600,10.08
1627477200,6.84
1627480800,4.32
1627484400,6.3
1627488000,3.78
1627491600,0.9
1627495200,0.0
1627498800,2.34
1627502400,0.9
1627506000,0.9
1627509600,1.26
1627513200,2.16
1627516800,1.44
1627520400,2.16
1627524000,2.16
1627527600,3.24
1627531200,2.16
1627534800,2.7
1627538400,0.9
1627542000,3.96
1627545600,5.76
1627549200,5.94
1627552800,4.68
1627556400,8.82
1627560000,4.86
1627563600,9.72
1627567200,11.16
1627570800,8.64
1627574400,10.26
1627578000,6.48
1627581600,1.98
1627585200,0.0
1627588800,0.54
1627592400,3.6
1627596000,1.98
1627599600,0.0
1627603200,4.86
1627606800,5.4
1627610400,3.6
1627614000,4.32
1627617600,3.24
1627621200,1.8
1627624800,0.9
1627628400,5.94
1627632000,7.02
1627635600,2.88
1627639200,5.94
1627642800,4.86
1627646400,7.02
1627650000,8.1
1627653600,5.76
1627657200,3.78
1627660800,5.04
1627664400,8.82
1627668000,7.92
1627671600,3.6
1627675200,2.88
1627678800,0.9
1627682400,0.0
1627686000,0.18
1627689600,0.0
1627693200,1.26
1627696800,0.0
1627700400,2.88
1627704000,0.9
1627707600,3.78
1627711200,1.8
1627714800,4.68
1627718400,2.7
1627722000,6.3
1627725600,8.82
1627729200,7.38
1627732800,6.48
1627736400,6.12
1627740000,6.66
1627743600,4.5
1627747200,2.7
1627750800,3.78
1627754400,0.54
1627758000,0.72
1627761600,0.0
1627765200,1.08
1627768800,0.54
1627772400,1.8
1627776000,4.68
1627779600,0.0
1627783200,3.6
1627786800,3.96
1627790400,2.16
1627794000,3.96
1627797600,9.36
1627801200,5.22
1627804800,7.02
1627808400,4.86
1627812000,12.78
1627815600,12.78
1627819200,11.34
1627822800,11.34
1627826400,14.22
1627830000,14.4
1627833600,6.66
1627837200,6.66
1627840800,7.56
1627844400,4.14
1627848000,6.3
1627851600,4.86
1627855200,3.42
1627858800,3.78
1627862400,5.4
1627866000,4.32
1627869600,4.14
1627873200,4.86
1627876800,2.52
1627880400,4.5
1627884000,4.68
1627887600,4.86
1627891200,10.26
1627894800,11.7
1627898400,9.36
1627902000,7.74
1627905600,8.46
1627909200,11.7
1627912800,13.32
1627916400,10.98
1627920000,8.28
1627923600,9.72
1627927200,3.96
1627930800,0.18
1627934400,0.72
1627938000,0.9
1627941600,0.0
1627945200,2.16
1627948800,0.9
1627952400,1.98
1627956000,1.08
1627959600,1.44
1627963200,0.9
1627966800,2.52
1627970400,3.06
1627974000,1.08
1627977600,1.44
1627981200,6.48
1627984800,11.16
1627988400,11.16
1627992000,10.26
1627995600,7.74
1627999200,9.9
1628002800,9.36
1628006400,12.78
1628010000,6.12
1628013600,7.56
1628017200,10.98
1628020800,7.38
1628024400,9.0
1628028000,9.18
1628031600,4.86
1628035200,2.34
1628038800,0.0
1628042400,1.62
1628046000,1.8
1628049600,0.0
1628053200,0.0
1628056800,0.36
1628060400,5.22
1628064000,9.72
1628067600,6.3
1628071200,6.66
1628074800,6.66
1628078400,3.78
1628082000,2.88
1628085600,0.0
1628089200,0.9
1628092800,0.0
1628096400,1.08
1628100000,0.0
1628103600,0.9
1628107200,0.0
1628110800,9.9
1628114400,4.68
1628118000,3.42
1628121600,9.54
1628125200,6.3
1628128800,2.34
1628132400,7.38
1628136000,2.34
1628139600,6.12
1628143200,9.54
1628146800,13.5
1628150400,11.34
1628154000,11.7
1628157600,11.34
1628161200,11.34
1628164800,10.8
1628168400,11.16
1628172000,14.22
1628175600,15.3
1628179200,13.32
1628182800,15.3
1628186400,8.82
1628190000,11.16
1628193600,13.32
1628197200,12.42
1628200800,13.5
1628204400,10.08
1628208000,10.8
1628211600,12.42
1628215200,10.26
1628218800,10.44
1628222400,9.0
1628226000,9.72
1628229600,7.92
1628233200,6.48
1628236800,9.18
1628240400,9.18
1628244000,11.16
1628247600,9.54
1628251200,10.08
1628254800,8.64
1628258400,9.9
1628262000,8.1
1628265600,8.46
1628269200,5.76
1628272800,8.28
1628276400,6.12
1628280000,4.68
1628283600,5.58
1628287200,6.3
1628290800,0.9
1628294400,0.0
1628298000,2.52
1628301600,1.62
1628305200,1.08
1628308800,0.0
1628312400,0.9
1628316000,1.62
1628319600,6.3
1628323200,6.66
1628326800,9.9
1628330400,9.9
1628334000,5.04
1628337600,8.82
1628341200,7.38
1628344800,8.1
1628348400,8.64
1628352000,4.32
1628355600,1.44
1628359200,0.0
1628362800,0.36
1628366400,1.62
1628370000,0.0
1628373600,1.08
1628377200,3.42
1628380800,5.94
1628384400,3.24
1628388000,9.54
1628391600,5.94
1628395200,1.8
1628398800,0.18
1628402400,0.0
1628406000,9.36
1628409600,5.4
1628413200,6.48
1628416800,8.28
1628420400,9.72
1628424000,10.62
1628427600,9.9
1628431200,8.64
1628434800,11.88
1628438400,7.56
1628442000,6.66
1628445600,2.16
1628449200,3.96
1628452800,3.42
1628456400,0.0
1628460000,0.72
1628463600,0.0
1628467200,0.0
1628470800,2.52
1628474400,0.0
1628478000,3.06
1628481600,1.8
1628485200,1.44
1628488800,5.22
1628492400,6.84
1628496000,6.66
1628499600,8.46
1628503200,6.48
1628506800,9.36
1628510400,5.4
1628514000,7.92
1628517600,9.0
1628521200,10.44
1628524800,8.28
1628528400,6.48
1628532000,2.7
1628535600,0.0
1628539200,0.18
1628542800,1.26
1628546400,1.26
1628550000,0.0
1628553600,0.9
1628557200,2.34
1628560800,2.88
1628564400,1.98
1628568000,1.98
1628571600,2.52
1628575200,1.44
1628578800,2.16
1628582400,2.16
1628586000,5.76
1628589600,5.04
1628593200,3.42
1628596800,4.32
1628600400,7.38
1628604000,7.38
1628607600,8.28
1628611200,6.12
1628614800,5.58
1628618400,0.0
1628622000,0.0
1628625600,0.0
1628629200,0.0
1628632800,1.08
