upper_depth,lower_depth,sand,silt,clay,Campbell_he,Campbell_b,VG_he,VG_alpha,VG_n,thetaR,thetaS,Ks
0.0, 0.9, 30, 60, 10, 0.23,	5.4, 0.265, 1.37, 1.250, 0.03, 0.436, 5.6e-7
