timestamp,z20_y0_x0,z20_y0_x25,z20_y0_x50,z20_y0_x80,z40_y0_x0,z40_y0_x25,z40_y0_x50,z40_y0_x80,z60_y0_x0,z60_y0_x25,z60_y0_x50,z60_y0_x80
1655938800,-22.4792902656,-21.4007530959,-168.49560295995,-497.82957662355,-21.3288467904,-22.4792902656,-201.3172241223,-296.8488400284,-65.236154461425,-49.9006656711,-195.413812239225,-112.062352538925
