timestamp,scenario_id,r,rOld,kp,ki,delta,deltaOld,et0,opt_avg,obs_avg,daily_pluv
1625986800,2021,0.1540847297511718,0,17.923626545636594,11.293906926052593,4.501975748981044,0,7.909412676835701,4.71830645976308,4.872391189514252,0.0
1626073200,2021,0.21690217609680512,0.1540847297511718,17.923626545636594,11.293906926052593,8.077565186726327,4.501975748981044,8.171899400888595,4.71830645976308,4.935208635859885,0.0
1626159600,2021,0.1925399363313243,0.21690217609680512,17.923626545636594,11.293906926052593,9.81543361982866,8.077565186726327,7.307248568315713,4.71830645976308,4.922732752328329,49.2
1626246000,2021,-0.5233194257130885,0.1925399363313243,17.923626545636594,11.293906926052593,0,9.81543361982866,3.7200181370317593,4.71830645976308,4.343516920984048,0.0
1626332400,2021,-0.6068839852730078,-0.5233194257130885,17.923626545636594,11.293906926052593,0,0,6.588938290136868,4.71830645976308,4.168340479035945,0.0
1626418800,2021,-0.6017759522735028,-0.6068839852730078,17.923626545636594,11.293906926052593,0,0,4.2070949143533625,4.71830645976308,4.12953140279322,10.799999999999999
1626505200,2021,-0.7031731807094174,-0.6017759522735028,17.923626545636594,11.293906926052593,0,0,1.7206288405645938,4.71830645976308,4.03945864189889,0.8
1626591600,2021,-0.7237717890550831,-0.7031731807094174,17.923626545636594,11.293906926052593,0,0,2.3398193330169916,4.71830645976308,4.000617179971445,0.0
1626678000,2021,-0.6371940775303144,-0.7237717890550831,17.923626545636594,11.293906926052593,0,0,5.542148180411579,4.71830645976308,4.0811123822327655,0.0
1626764400,2021,-0.4924311436708207,-0.6371940775303144,17.923626545636594,11.293906926052593,0,0,6.336708517861463,4.71830645976308,4.225875316092259,0.0
1626850800,2021,-0.2835184182834999,-0.4924311436708207,17.923626545636594,11.293906926052593,0,0,7.723088615724408,4.71830645976308,4.43478804147958,0.0
1626937200,2021,-0.0888408874063507,-0.2835184182834999,17.923626545636594,11.293906926052593,3.0284096892313914,0.5424430425579758,6.384988487195638,4.71830645976308,4.62946557235673,0.0
1627023600,2021,0.07406301932660915,-0.0888408874063507,17.923626545636594,11.293906926052593,6.784699323275337,3.0284096892313914,6.724001721462045,4.71830645976308,4.79236947908969,0.0
