timestamp,air_temperature
1625961600,20.37
1625965200,20.025
1625968800,20.385
1625972400,19.395
1625976000,20.16
1625979600,23.36
1625983200,26.305
1625986800,27.845
1625990400,29.43
1625994000,29.84
1625997600,31.155
1626001200,32.695
1626004800,33.135
1626008400,33.455
1626012000,33.45
1626015600,33.175
1626019200,32.315
1626022800,31.14
1626026400,28.015
1626030000,25.48
1626033600,24.56
1626037200,23.88
1626040800,23.315
1626044400,22.6
1626048000,19.61
1626051600,19.64
1626055200,19.955
1626058800,19.48
1626062400,21.355
1626066000,25.755
1626069600,27.37
1626073200,29.93
1626076800,31.39
1626080400,32.785
1626084000,32.95
1626087600,33.54
1626091200,33.89
1626094800,34.52
1626098400,34.565
1626102000,34.115
1626105600,31.085
1626109200,29.665
1626112800,27.745
1626116400,24.02
1626120000,22.36
1626123600,21.59
1626127200,22.11
1626130800,21.39
1626134400,21.54
1626138000,20.85
1626141600,20.5
1626145200,20.3
1626148800,20.56
1626152400,21.45
1626156000,23.21
1626159600,24.05
1626163200,28.105
1626166800,32.315
1626170400,32.995
1626174000,29.375
1626177600,18.705
1626181200,19.78
1626184800,22.09
1626188400,25.185
1626192000,26.445
1626195600,26.93
1626199200,25.12
1626202800,21.845
1626206400,21.155
1626210000,19.08
1626213600,16.85
1626217200,17.765
1626220800,19.02
1626224400,19.45
1626228000,17.855
1626231600,15.135
1626235200,15.28
1626238800,20.44
1626242400,22.885
1626246000,22.61
1626249600,22.155
1626253200,22.99
1626256800,25.48
1626260400,25.64
1626264000,26.97
1626267600,27.49
1626271200,27.605
1626274800,27.565
1626278400,27.16
1626282000,25.09
1626285600,23.34
1626289200,21.57
1626292800,20.875
1626296400,20.01
1626300000,18.755
1626303600,18.305
1626307200,18.15
1626310800,16.225
1626314400,16.295
1626318000,15.99
1626321600,17.41
1626325200,23.49
1626328800,25.17
1626332400,26.315
1626336000,27.46
1626339600,28.6
1626343200,26.42
1626346800,26.12
1626350400,28.15
1626354000,27.96
1626357600,27.46
1626361200,25.295
1626364800,25.865
1626368400,25.825
1626372000,24.06
1626375600,20.78
1626379200,19.75
1626382800,19.33
1626386400,19.58
1626390000,19.46
