timestamp,scenario_id,r,rOld,kp,ki,delta,deltaOld,et0,opt_avg,obs_avg,daily_pluv
1625986800,2021,0.26006297399719985,0,11.898489272561465,3,3.874545428287713,0,7.909412676835701,4.71830645976308,4.97836943376028,0.0
1626073200,2021,0.37941227839192226,0.26006297399719985,11.898489272561465,3,6.432858681491758,3.874545428287713,8.171899400888595,4.71830645976308,5.097718738155002,0.0
1626159600,2021,0.38704308313515456,0.37941227839192226,11.898489272561465,3,7.684782979275582,6.432858681491758,7.307248568315713,4.71830645976308,5.105349542898235,49.2
1626246000,2021,-0.7121121204103915,0.38704308313515456,11.898489272561465,3,0,7.684782979275582,3.7200181370317593,4.71830645976308,4.089331290379576,0.0
1626332400,2021,-0.5418397114730169,-0.7121121204103915,11.898489272561465,3,0,0,6.588938290136868,4.71830645976308,4.176466748290063,0.0
1626418800,2021,-0.39524999199968,-0.5418397114730169,11.898489272561465,3,0,0.4004652967354998,4.2070949143533625,4.71830645976308,4.323056467763401,10.799999999999999
1626505200,2021,-0.5229357314592151,-0.39524999199968,11.898489272561465,3,0,0.9589115253577536,1.7206288405645938,4.71830645976308,4.195370728303865,0.8
1626591600,2021,-0.47727976118442333,-0.5229357314592151,11.898489272561465,3,0,0,2.3398193330169916,4.71830645976308,4.241026698578657,0.0
1626678000,2021,-0.25668162777405,-0.47727976118442333,11.898489272561465,3,0,0,5.542148180411579,4.71830645976308,4.46162483198903,0.0
1626764400,2021,0.0011632000232462412,-0.25668162777405,11.898489272561465,3,4.926193158209586,1.8547396406082597,6.336708517861463,4.71830645976308,4.719469659786326,0.0
1626850800,2021,0.15465152328371687,0.0011632000232462412,11.898489272561465,3,7.216426895838893,4.926193158209586,7.723088615724408,4.71830645976308,4.872957983046797,0.0
1626937200,2021,0.17593008765148746,0.15465152328371687,11.898489272561465,3,7.9973999286587825,7.216426895838893,6.384988487195638,4.71830645976308,4.894236547414568,0.0
1627023600,2021,0.16355280171622252,0.17593008765148746,11.898489272561465,3,8.340787329883275,7.9973999286587825,6.724001721462045,4.71830645976308,4.882108733806868,0.0
1627110000,2021,0.12560235937687111,0.16355280171622252,11.898489272561465,3,8.266041476950154,8.340787329883275,6.639604206034317,4.71830645976308,4.846983098012086,0.0
1627196400,2021,0.06440314652265082,0.12560235937687111,11.898489272561465,3,7.73107273888296,8.266041476950154,6.068344799075018,4.71830645976308,4.789349030232311,0.0
1627282800,2021,-0.04651916838692867,0.06440314652265082,11.898489272561465,3,6.2717072596828585,7.73107273888296,3.7441148307248353,4.71830645976308,4.679447055191332,0.0
1627369200,2021,-0.06759869873315486,-0.04651916838692867,11.898489272561465,3,5.8180965977881876,6.2717072596828585,5.25782491390273,4.71830645976308,4.651888601637642,1.0
1627455600,2021,-0.11086003168541855,-0.06759869873315486,11.898489272561465,3,4.970771996682712,5.8180965977881876,4.067188753317478,4.71830645976308,4.608157140568326,0.0
1627542000,2021,-0.07191053840962398,-0.11086003168541855,11.898489272561465,3,5.218480509367587,4.970771996682712,5.501441403272102,4.71830645976308,4.646395921353457,0.0
1627628400,2021,0.025706009344330937,-0.07191053840962398,11.898489272561465,3,6.457087983675495,5.218480509367587,7.363960029273559,4.71830645976308,4.744012469107411,0.0
1627714800,2021,0.10711275849013635,0.025706009344330937,11.898489272561465,3,7.747043590571372,6.457087983675495,8.127164249908118,4.71830645976308,4.8254192182532165,0.0
1627801200,2021,0.07712707519052273,0.10711275849013635,11.898489272561465,3,7.621640485072062,7.747043590571372,7.011084171391055,4.71830645976308,4.810071164569187,9.0
1627887600,2021,-0.02685304299568858,0.07712707519052273,11.898489272561465,3,6.303875035286688,7.621640485072062,7.304828236834061,4.71830645976308,4.697691270989546,0.0
1627974000,2021,-0.009278141852378866,-0.02685304299568858,11.898489272561465,3,6.48515538244955,6.303875035286688,7.320018177389831,4.71830645976308,4.7092814220461205,0.0
1628060400,2021,0.055160470280954985,-0.009278141852378866,11.898489272561465,3,7.417358928499637,6.48515538244955,8.239496207860649,4.71830645976308,4.7734669300440355,0.0
1628146800,2021,-0.0158764767846767,0.055160470280954985,11.898489272561465,3,6.524497145529672,7.417358928499637,4.198759507591638,4.71830645976308,4.704545062303473,0.0
1628233200,2021,0.06077931423177083,-0.0158764767846767,11.898489272561465,3,7.618923195313899,6.524497145529672,8.25634687060054,4.71830645976308,4.779085773994851,0.0
1628319600,2021,0.08641138385877538,0.06077931423177083,11.898489272561465,3,8.183140252380687,7.618923195313899,7.823891414052509,4.71830645976308,4.806188514335834,0.0
1628406000,2021,0.06329609024198829,0.08641138385877538,11.898489272561465,3,8.097991449975202,8.183140252380687,6.8058425683475985,4.71830645976308,4.786597597540536,0.0
1628492400,2021,0.07675223697269325,0.06329609024198829,11.898489272561465,3,8.48835597841859,8.097991449975202,8.235329351972808,4.71830645976308,4.7989847331946525,0.0
1655967600,2022,-0.28419365969528876,0,11.898489272561465,3,0,0,5.915965904891959,4.71830645976308,4.434112800067791,0.0
1656054000,2022,-0.1451497080834284,-0.28419365969528876,11.898489272561465,3,1.2189638424179907,0,5.717907755951627,4.71830645976308,4.573156751679652,0.0
1656140400,2022,0.040220533288032455,-0.1451497080834284,11.898489272561465,3,3.5452512706925443,1.2189638424179907,9.203948870710635,4.71830645976308,4.758526993051112,0.0
1656226800,2022,0.1628619857533136,0.040220533288032455,11.898489272561465,3,5.49308523448199,3.5452512706925443,9.569797117975432,4.71830645976308,4.881168445516394,0.0
