timestamp,scenario_id,r,rOld,kp,ki,delta,deltaOld,et0,opt_avg,obs_avg,daily_pluv
1625986800,2021,0.26006297399719985,0,9.496986933590415,4.877718265995008,3.7383285845371974,0,7.909412676835701,4.71830645976308,4.97836943376028,0.0
1626073200,2021,0.3823608175473204,0.26006297399719985,9.496986933590415,4.877718265995008,6.764837950690326,3.7383285845371974,8.171899400888595,4.71830645976308,5.100667277310401,0.0
1626159600,2021,0.3823619784274501,0.3823608175473204,9.496986933590415,4.877718265995008,8.629902981951313,6.764837950690326,7.307248568315713,4.71830645976308,5.100668438190531,49.2
1626246000,2021,-0.7462983531304191,0.3823619784274501,9.496986933590415,4.877718265995008,0,8.629902981951313,3.7200181370317593,4.71830645976308,4.072045506225737,0.0
1626332400,2021,-0.5738451530304769,-0.7462983531304191,9.496986933590415,4.877718265995008,0,0,6.588938290136868,4.71830645976308,4.1444613067326035,0.0
1626418800,2021,-0.42496129115654574,-0.5738451530304769,9.496986933590415,4.877718265995008,0,0,4.2070949143533625,4.71830645976308,4.2933451686065345,10.799999999999999
1626505200,2021,-0.5533233633689307,-0.42496129115654574,9.496986933590415,4.877718265995008,0,0,1.7206288405645938,4.71830645976308,4.16498309639415,0.8
1626591600,2021,-0.5044330045658456,-0.5533233633689307,9.496986933590415,4.877718265995008,0,0,2.3398193330169916,4.71830645976308,4.213873455197235,0.0
1626678000,2021,-0.28222868007389507,-0.5044330045658456,9.496986933590415,4.877718265995008,0,0,5.542148180411579,4.71830645976308,4.436077779689185,0.0
1626764400,2021,-0.01962610330829823,-0.28222868007389507,9.496986933590415,4.877718265995008,3.1318422159760955,0.7336395783032394,6.336708517861463,4.71830645976308,4.698680356454782,0.0
1626850800,2021,0.1843105931631902,-0.01962610330829823,9.496986933590415,4.877718265995008,5.9676415045338835,3.1318422159760955,7.723088615724408,4.71830645976308,4.902617052926271,0.0
1626937200,2021,0.23828587570415194,0.1843105931631902,9.496986933590415,4.877718265995008,7.642535426013007,5.9676415045338835,6.384988487195638,4.71830645976308,4.956592335467232,0.0
