upper_depth,lower_depth,sand,silt,clay,Campbell_he,Campbell_b,VG_he,VG_alpha,VG_n,thetaR,thetaS,Ks
0.0, 0.9, 60, 30, 10, 0.23,	5.4, 0.152, 2.85, 1.35, 0.03, 0.395, 5.6e-6
