timestamp,soil_texture,scenario,r,rOld,kp,ki,irrigation_strategy,irrigation_frequency,delta,deltaOld,et0,opt_avg,obs_avg,daily_pluv
1626073200,silty,2021,0.3306482264002303,0.0,40.0,12.0,SMARTER,7,0.0,0.0,8.171899400888595,4.71830645976308,5.04895468616331,0.0
1626159600,silty,2021,0.4892336919437809,0.0,40.0,12.0,SMARTER,7,0.0,0.0,7.307248568315713,4.71830645976308,5.207540151706861,49.2
1626246000,silty,2021,-0.3232128230042463,0.0,40.0,12.0,SMARTER,7,0.0,0.0,3.7200181370317593,4.71830645976308,4.39780171769948,0.0
1626332400,silty,2021,-0.2013422929121511,0.0,40.0,12.0,SMARTER,7,0.0,0.0,6.588938290136868,4.71830645976308,4.516964166850929,0.0
1626418800,silty,2021,-0.0870216099133217,0.0,40.0,12.0,SMARTER,7,0.0,0.0,4.2070949143533625,4.71830645976308,4.631284849849759,10.8
1626505200,silty,2021,-0.219135531844465,0.0,40.0,12.0,SMARTER,7,0.0,0.0,1.7206288405645938,4.71830645976308,4.499170927918615,0.8
1626591600,silty,2021,-0.1959828794486834,0.0,40.0,12.0,SMARTER,7,0.0,0.0,2.339819333016992,4.71830645976308,4.522323580314397,0.0
1626678000,silty,2021,-0.0037004332227625,-0.1959828794486834,40.0,12.0,SMARTER,7,0.0,0.0,5.542148180411579,4.71830645976308,4.714606026540317,0.0
1626764400,silty,2021,0.2183864496936692,-0.1959828794486834,40.0,12.0,SMARTER,7,0.0,0.0,6.336708517861463,4.71830645976308,4.93669290945675,0.0
1626850800,silty,2021,0.4431431913974532,-0.1959828794486834,40.0,12.0,SMARTER,7,0.0,0.0,7.723088615724408,4.71830645976308,5.161449651160534,0.0
1626937200,silty,2021,0.5977084112809339,-0.1959828794486834,40.0,12.0,SMARTER,7,0.0,0.0,6.384988487195638,4.71830645976308,5.316014871044014,0.0
1627023600,silty,2021,0.7359073284850466,-0.1959828794486834,40.0,12.0,SMARTER,7,0.0,0.0,6.724001721462045,4.71830645976308,5.454213788248127,0.0
1627110000,silty,2021,0.8490413244827562,-0.1959828794486834,40.0,12.0,SMARTER,7,0.0,0.0,6.639604206034317,4.71830645976308,5.567347784245836,0.0
1627196400,silty,2021,0.93540113562536,-0.1959828794486834,40.0,12.0,SMARTER,7,56.48017423046606,0.0,6.068344799075018,4.71830645976308,5.653707595388441,0.0
1627282800,silty,2021,0.0088939048926342,0.93540113562536,40.0,12.0,SMARTER,7,0.0,56.48017423046606,3.7441148307248353,4.71830645976308,4.9154543345405415,0.0
1627369200,silty,2021,-0.5052222297816849,0.93540113562536,40.0,12.0,SMARTER,7,0.0,56.48017423046606,5.25782491390273,4.71830645976308,4.341744474208689,1.0
1627455600,silty,2021,-0.4250375821676634,0.93540113562536,40.0,12.0,SMARTER,7,0.0,56.48017423046606,4.067188753317478,4.71830645976308,4.293627608532029,0.0
1627542000,silty,2021,-0.2194685086801857,0.93540113562536,40.0,12.0,SMARTER,7,0.0,56.48017423046606,5.501441403272102,4.71830645976308,4.498837951082894,0.0
1627628400,silty,2021,0.0587682941872626,0.93540113562536,40.0,12.0,SMARTER,7,0.0,56.48017423046606,7.363960029273559,4.71830645976308,4.777074753950343,0.0
1627714800,silty,2021,0.3405522599092777,0.93540113562536,40.0,12.0,SMARTER,7,0.0,56.48017423046606,8.127164249908118,4.71830645976308,5.058858719672358,0.0
1627801200,silty,2021,0.5297289663765296,0.93540113562536,40.0,12.0,SMARTER,7,46.6100350570312,56.48017423046606,7.011084171391055,4.71830645976308,5.24803542613961,9.0
1627887600,silty,2021,-0.2977440951902298,0.5297289663765296,40.0,12.0,SMARTER,7,0.0,46.6100350570312,7.304828236834061,4.71830645976308,4.636160162615982,0.0
1627974000,silty,2021,-0.5143896861825126,0.5297289663765296,40.0,12.0,SMARTER,7,0.0,46.6100350570312,7.320018177389831,4.71830645976308,4.294204284329235,0.0
1628060400,silty,2021,-0.2672734662653611,0.5297289663765296,40.0,12.0,SMARTER,7,0.0,46.6100350570312,8.239496207860649,4.71830645976308,4.451032993497719,0.0
1628146800,silty,2021,-0.1063560185215242,0.5297289663765296,40.0,12.0,SMARTER,7,0.0,46.6100350570312,4.198759507591638,4.71830645976308,4.611950441241556,0.0
1628233200,silty,2021,0.2017309582916507,0.5297289663765296,40.0,12.0,SMARTER,7,0.0,46.6100350570312,8.25634687060054,4.71830645976308,4.920037418054731,0.0
1628319600,silty,2021,0.438144944028959,0.5297289663765296,40.0,12.0,SMARTER,7,0.0,46.6100350570312,7.823891414052509,4.71830645976308,5.15645140379204,0.0
1628406000,silty,2021,0.5974736733016704,0.5297289663765296,40.0,12.0,SMARTER,7,56.48950741365688,46.6100350570312,6.805842568347599,4.71830645976308,5.315780133064751,0.0
1628492400,silty,2021,-0.1926358349611532,0.5974736733016704,40.0,12.0,SMARTER,7,0.0,56.48950741365688,8.235329351972808,4.71830645976308,4.73368989426936,0.0
1656054000,silty,2022,-0.2788604325414178,0.0,40.0,12.0,SMARTER,7,0.0,0.0,5.717907755951627,4.71830645976308,4.439466320129855,0.0
1656140400,silty,2022,-0.0739584526379522,0.0,40.0,12.0,SMARTER,7,0.0,0.0,9.203948870710636,4.71830645976308,4.644348007125128,0.0
1656226800,silty,2022,0.1319461742477244,0.0,40.0,12.0,SMARTER,7,0.0,0.0,9.569797117975432,4.71830645976308,4.850252634010805,0.0
1656313200,silty,2022,0.3034612139337153,0.0,40.0,12.0,SMARTER,7,0.0,0.0,8.693094774412245,4.71830645976308,5.021767673696796,0.0
