timestamp,z20_y0_x0,z20_y0_x25,z20_y0_x50,z20_y0_x80,z40_y0_x0,z40_y0_x25,z40_y0_x50,z40_y0_x80,z60_y0_x0,z60_y0_x25,z60_y0_x50,z60_y0_x80
1625961600,-20.75356764,-136.34846236875,-142.44743476095,-783.2683969536,-22.19169375,-26.4567269991,-807.2881345337,-610.9380517482,-604.7728042605,-648.265719471,-626.6622185466,-383.4156814751
