timestamp,soil_texture,scenario,r,last_r,kp,ki,irrigation_strategy,irrigation_frequency,irrigation,last_irrigation,et0,opt_avg,obs_avg,daily_pluv
2023-06-23 07:00:00,cloamy,2023,-0.5785463241166519,-0.5785463241166519,-999,-999,GBRT,3,0,0,6.420277994663035,4.71830645976308,4.139760135646428,0.0
2023-06-24 07:00:00,cloamy,2023,-0.46209314101980364,-0.46209314101980364,-1,-1,GBRT,3,0,0,6.3387606045021405,4.71830645976308,4.256213318743277,0.0
2023-06-25 07:00:00,cloamy,2023,-0.3297361024204429,-0.3297361024204429,-1,-1,GBRT,3,0,0,7.077332335884068,4.71830645976308,4.388570357342638,0.0
2023-06-26 07:00:00,cloamy,2023,-0.21246545257668678,-0.21246545257668678,-999,-999,GBRT,3,36,0,6.229180911248416,4.71830645976308,4.505841007186394,0.0
2023-06-27 07:00:00,cloamy,2023,-0.4138599328277869,-0.4138599328277869,-1,-1,GBRT,3,0,36,7.717627618312005,4.71830645976308,4.304446526935293,0.0
2023-06-28 07:00:00,cloamy,2023,-0.4906215199042609,-0.4906215199042609,-1,-1,GBRT,3,0,0,8.190146658736474,4.71830645976308,4.227684939858819,0.0
2023-06-29 07:00:00,cloamy,2023,-0.5223258459439096,-0.5223258459439096,-999,-999,GBRT,3,25.00225112526053,0,2.6534944981591777,4.71830645976308,4.195980613819171,0.0
2023-06-30 07:00:00,cloamy,2023,-0.5632114448392428,-0.5632114448392428,-1,-1,GBRT,3,0,25.00225112526053,7.8119211404442055,4.71830645976308,4.1550950149238375,0.0
2023-07-01 07:00:00,cloamy,2023,-0.6872603881314157,-0.6872603881314157,-1,-1,GBRT,3,0,0,2.989408376370308,4.71830645976308,4.031046071631665,0.0
2023-07-02 07:00:00,cloamy,2023,-0.709370787751552,-0.709370787751552,-999,-999,GBRT,3,36,0,3.6286065346203205,4.71830645976308,4.008935672011528,0.0
2023-07-03 07:00:00,cloamy,2023,-0.7739887828285233,-0.7739887828285233,-1,-1,GBRT,3,0,36,5.9091258835011,4.71830645976308,3.944317676934557,0.0
2023-07-04 07:00:00,cloamy,2023,-0.8822993128460246,-0.8822993128460246,-1,-1,GBRT,3,0,0,6.621532339824514,4.71830645976308,3.836007146917056,0.0
2023-07-05 07:00:00,cloamy,2023,-0.9104351700398648,-0.9104351700398648,-999,-999,GBRT,3,0,0,6.395412175418061,4.71830645976308,3.807871289723215,0.0
2023-07-06 07:00:00,cloamy,2023,-0.8601053072005991,-0.8601053072005991,-1,-1,GBRT,3,0,0,7.492344925936937,4.71830645976308,3.858201152562481,5.0
2023-07-07 07:00:00,cloamy,2023,-0.8194871736237556,-0.8194871736237556,-1,-1,GBRT,3,0,0,3.3788724562330463,4.71830645976308,3.8988192861393247,0.0
2023-07-08 07:00:00,cloamy,2023,-0.7002376658118061,-0.7002376658118061,-999,-999,GBRT,3,32.456707718251714,0,6.518921569415171,4.71830645976308,4.018068793951274,0.0
2023-07-09 07:00:00,cloamy,2023,-0.7529746606080309,-0.7529746606080309,-1,-1,GBRT,3,0,32.456707718251714,7.0675670514600375,4.71830645976308,3.9653317991550496,0.0
2023-07-10 07:00:00,cloamy,2023,-0.8000109667877344,-0.8000109667877344,-1,-1,GBRT,3,0,0,6.961944041187434,4.71830645976308,3.918295492975346,0.0
2023-07-11 07:00:00,cloamy,2023,-0.7609282036732403,-0.7609282036732403,-999,-999,GBRT,3,35.05939498903066,0,7.523781176422247,4.71830645976308,3.95737825608984,0.0
2023-07-12 07:00:00,cloamy,2023,-0.7809000062444128,-0.7809000062444128,-1,-1,GBRT,3,0,35.05939498903066,7.806608352298979,4.71830645976308,3.9374064535186672,0.0
2023-07-13 07:00:00,cloamy,2023,-0.8590138906707075,-0.8590138906707075,-1,-1,GBRT,3,0,0,7.714035948667738,4.71830645976308,3.8592925690923727,22.8
2023-07-14 07:00:00,cloamy,2023,-1.0008207965934843,-1.0008207965934843,-999,-999,GBRT,3,0,0,2.9961159428327533,4.71830645976308,3.717485663169596,0.0
2023-07-15 07:00:00,cloamy,2023,-1.058827536088305,-1.058827536088305,-1,-1,GBRT,3,0,0,5.390782029334142,4.71830645976308,3.6594789236747753,0.0
2023-07-16 07:00:00,cloamy,2023,-1.0110985360825844,-1.0110985360825844,-1,-1,GBRT,3,0,0,7.1090569971804145,4.71830645976308,3.707207923680496,0.0
2023-07-17 07:00:00,cloamy,2023,-0.8926777948937513,-0.8926777948937513,-999,-999,GBRT,3,0,0,6.608581357186508,4.71830645976308,3.825628664869329,0.0
2023-07-18 07:00:00,cloamy,2023,-0.6998940878187782,-0.6998940878187782,-1,-1,GBRT,3,0,0,7.5003116982488045,4.71830645976308,4.018412371944302,0.0
2023-07-19 07:00:00,cloamy,2023,-0.5082106227931888,-0.5082106227931888,-1,-1,GBRT,3,0,0,7.063404491828016,4.71830645976308,4.2100958369698915,0.0
2023-07-20 07:00:00,cloamy,2023,-0.2780671357531735,-0.2780671357531735,-999,-999,GBRT,3,35.515227815500616,0,7.949048805371062,4.71830645976308,4.440239324009907,0.0
2023-07-21 07:00:00,cloamy,2023,-0.45406766776980245,-0.45406766776980245,-1,-1,GBRT,3,0,35.515227815500616,6.202164075023188,4.71830645976308,4.264238791993278,0.0
