timestamp,irrigation
1687474800,0
1687478400,0
1687482000,0
1687485600,0
1687489200,0
1687492800,0
1687496400,0
1687500000,0
1687503600,0
1687507200,0
1687510800,0
1687514400,0
1687518000,0
1687521600,0
1687525200,0
1687528800,0
1687532400,0
1687536000,0
1687539600,0
1687543200,0
1687546800,0
1687550400,0
1687554000,0
1687557600,0
1687561200,0
1687564800,0
1687568400,0
1687572000,0
1687575600,0
1687579200,0
1687582800,0
1687586400,0
1687590000,0
1687593600,0
1687597200,0
1687600800,0
1687604400,0
1687608000,0
1687611600,0
1687615200,0
1687618800,0
1687622400,0
1687626000,0
1687629600,0
1687633200,0
1687636800,0
1687640400,0
1687644000,0
1687647600,0
1687651200,0
1687654800,0
1687658400,0
1687662000,0
1687665600,0
1687669200,0
1687672800,0
1687676400,0
1687680000,0
1687683600,0
1687687200,0
1687690800,0
1687694400,0
1687698000,0
1687701600,0
1687705200,0
1687708800,0
1687712400,0
1687716000,0
1687719600,0
1687723200,0
1687726800,0
1687730400,0
1687734000,0
1687737600,0
1687741200,0
1687744800,0
1687748400,0
1687752000,0
1687755600,0
1687759200,0
1687762800,0
1687766400,0
1687770000,0
1687773600,0
1687777200,0
1687780800,0
1687784400,0
1687788000,0
1687791600,0
1687795200,0
1687798800,0
1687802400,0
1687806000,0
1687809600,0
1687813200,0
1687816800,0
1687820400,0
1687824000,0
1687827600,0
1687831200,0
1687834800,0
1687838400,0
1687842000,0
1687845600,0
1687849200,0
1687852800,0
1687856400,0
1687860000,0
1687863600,0
1687867200,0
1687870800,0
1687874400,0
1687878000,0
1687881600,0
1687885200,0
1687888800,0
1687892400,0
1687896000,0
1687899600,0
1687903200,0
1687906800,0
1687910400,0
1687914000,0
1687917600,0
1687921200,0
1687924800,0
1687928400,0
1687932000,0
1687935600,0
1687939200,0
1687942800,0
1687946400,0
1687950000,0
1687953600,0
1687957200,0
1687960800,0
1687964400,0
1687968000,0
1687971600,0
1687975200,0
1687978800,0
1687982400,0
1687986000,0
1687989600,0
1687993200,0
1687996800,0
1688000400,0
1688004000,0
1688007600,0
1688011200,0
1688014800,0
1688018400,0
1688022000,0
1688025600,0
1688029200,0
1688032800,0
1688036400,0
1688040000,0
1688043600,0
1688047200,0
1688050800,0
1688054400,0
1688058000,0
1688061600,0
1688065200,0
1688068800,0
1688072400,0
1688076000,0
1688079600,0
1688083200,0
1688086800,0
1688090400,0
1688094000,0
1688097600,0
1688101200,0
1688104800,0
1688108400,0
1688112000,0
1688115600,0
1688119200,0
1688122800,0
1688126400,0
1688130000,0
1688133600,0
1688137200,0
1688140800,0
1688144400,0
1688148000,0
1688151600,0
1688155200,0
1688158800,0
1688162400,0
1688166000,0
1688169600,0
1688173200,0
1688176800,0
1688180400,0
1688184000,0
1688187600,0
1688191200,0
1688194800,0
1688198400,0
1688202000,0
