timestamp,soil_texture,scenario,r,last_r,kp,ki,irrigation_strategy,irrigation_frequency,irrigation,last_irrigation,et0,opt_avg,obs_avg,daily_pluv
2023-06-23 07:00:00,sandy,2023,-0.5182796207433059,-0.5182796207433059,-999,-999,GBRT,1,0,0,6.420277994663035,4.71830645976308,4.200026839019774,0.0
2023-06-24 07:00:00,sandy,2023,-0.37625234803521074,-0.37625234803521074,-999,-999,GBRT,1,6.892573272164563,0,6.3387606045021405,4.71830645976308,4.34205411172787,0.0
2023-06-25 07:00:00,sandy,2023,-0.38306150508951003,-0.38306150508951003,-999,-999,GBRT,1,5.791743648893493,6.892573272164563,7.077332335884068,4.71830645976308,4.33524495467357,0.0
2023-06-26 07:00:00,sandy,2023,-0.388985233026678,-0.388985233026678,-999,-999,GBRT,1,5.73009114574718,5.791743648893493,6.229180911248416,4.71830645976308,4.329321226736402,0.0
2023-06-27 07:00:00,sandy,2023,-0.36036244318796967,-0.36036244318796967,-999,-999,GBRT,1,12,5.73009114574718,7.717627618312005,4.71830645976308,4.357944016575111,0.0
2023-06-28 07:00:00,sandy,2023,-0.5011071850395847,-0.5011071850395847,-999,-999,GBRT,1,5.187988289902981,12,8.190146658736474,4.71830645976308,4.217199274723495,0.0
2023-06-29 07:00:00,sandy,2023,-0.5752978737660657,-0.5752978737660657,-999,-999,GBRT,1,4.533139512943016,5.187988289902981,2.6534944981591777,4.71830645976308,4.1430085859970145,0.0
2023-06-30 07:00:00,sandy,2023,-0.49371854911826835,-0.49371854911826835,-999,-999,GBRT,1,5.5730704310689285,4.533139512943016,7.8119211404442055,4.71830645976308,4.224587910644812,0.0
2023-07-01 07:00:00,sandy,2023,-0.5630214984322538,-0.5630214984322538,-999,-999,GBRT,1,0,5.5730704310689285,2.989408376370308,4.71830645976308,4.1552849613308265,0.0
2023-07-02 07:00:00,sandy,2023,-0.46489656121072104,-0.46489656121072104,-999,-999,GBRT,1,0,0,3.6286065346203205,4.71830645976308,4.253409898552359,0.0
2023-07-03 07:00:00,sandy,2023,-0.2942640923529823,-0.2942640923529823,-999,-999,GBRT,1,6.0607594726658105,0,5.9091258835011,4.71830645976308,4.424042367410098,0.0
2023-07-04 07:00:00,sandy,2023,-0.27012451646066044,-0.27012451646066044,-999,-999,GBRT,1,6.187608869903486,6.0607594726658105,6.621532339824514,4.71830645976308,4.44818194330242,0.0
2023-07-05 07:00:00,sandy,2023,-0.27264799516306865,-0.27264799516306865,-999,-999,GBRT,1,6.296947614338655,6.187608869903486,6.395412175418061,4.71830645976308,4.445658464600012,0.0
2023-07-06 07:00:00,sandy,2023,-0.25035000771958416,-0.25035000771958416,-999,-999,GBRT,1,6.620375392628933,6.296947614338655,7.492344925936937,4.71830645976308,4.467956452043496,5.0
2023-07-07 07:00:00,sandy,2023,-0.41279541028181405,-0.41279541028181405,-999,-999,GBRT,1,5.4649527454256654,6.620375392628933,3.3788724562330463,4.71830645976308,4.305511049481266,0.0
2023-07-08 07:00:00,sandy,2023,-0.39831678541380283,-0.39831678541380283,-999,-999,GBRT,1,5.594366470661005,5.4649527454256654,6.518921569415171,4.71830645976308,4.319989674349277,0.0
2023-07-09 07:00:00,sandy,2023,-0.34739820501702434,-0.34739820501702434,-999,-999,GBRT,1,5.820151983963766,5.594366470661005,7.0675670514600375,4.71830645976308,4.370908254746056,0.0
2023-07-10 07:00:00,sandy,2023,-0.30596000847624777,-0.30596000847624777,-999,-999,GBRT,1,6.386368558820671,5.820151983963766,6.961944041187434,4.71830645976308,4.412346451286832,0.0
2023-07-11 07:00:00,sandy,2023,-0.2641774167347816,-0.2641774167347816,-999,-999,GBRT,1,7.093769041852162,6.386368558820671,7.523781176422247,4.71830645976308,4.454129043028298,0.0
2023-07-12 07:00:00,sandy,2023,-0.24038747412951644,-0.24038747412951644,-999,-999,GBRT,1,7.446413561178357,7.093769041852162,7.806608352298979,4.71830645976308,4.477918985633564,0.0
2023-07-13 07:00:00,sandy,2023,-0.23363657812339095,-0.23363657812339095,-999,-999,GBRT,1,11.646619488715272,7.446413561178357,7.714035948667738,4.71830645976308,4.4846698816396895,22.8
2023-07-14 07:00:00,sandy,2023,-0.9899494148485942,-0.9899494148485942,-999,-999,GBRT,1,0,11.646619488715272,2.9961159428327533,4.71830645976308,3.728357044914486,0.0
2023-07-15 07:00:00,sandy,2023,-0.8317085543637603,-0.8317085543637603,-999,-999,GBRT,1,0,0,5.390782029334142,4.71830645976308,3.88659790539932,0.0
2023-07-16 07:00:00,sandy,2023,-0.5523800461411145,-0.5523800461411145,-999,-999,GBRT,1,0,0,7.1090569971804145,4.71830645976308,4.165926413621966,0.0
2023-07-17 07:00:00,sandy,2023,-0.30590619603937386,-0.30590619603937386,-999,-999,GBRT,1,0,0,6.608581357186508,4.71830645976308,4.412400263723707,0.0
2023-07-18 07:00:00,sandy,2023,-0.0736989818311684,-0.0736989818311684,-999,-999,GBRT,1,7.27538396239904,0,7.5003116982488045,4.71830645976308,4.6446074779319115,0.0
2023-07-19 07:00:00,sandy,2023,-0.07418152433543648,-0.07418152433543648,-999,-999,GBRT,1,7.223351887426146,7.27538396239904,7.063404491828016,4.71830645976308,4.6441249354276435,0.0
2023-07-20 07:00:00,sandy,2023,-0.0487706398671174,-0.0487706398671174,-999,-999,GBRT,1,7.640500177276005,7.223351887426146,7.949048805371062,4.71830645976308,4.6695358198959624,0.0
2023-07-21 07:00:00,sandy,2023,-0.09937960687954846,-0.09937960687954846,-999,-999,GBRT,1,7.219367163914695,7.640500177276005,6.202164075023188,4.71830645976308,4.618926852883532,0.0
