time_total_s,status,rmse,config__pidKP,config__pidKI
1253.5573227405548,success,0.28651915273030293,5.630665967731628,20.476184195969186
1236.5323066711426,success,0.23009532050864406,23.82565736820214,3.5603026327038405
1227.9569191932678,success,0.30825494254747293,20.108502343009437,23.21770482854252
1228.9186050891876,success,0.22957084210223677,23.5862011907137,3
1253.8579354286194,success,0.23794884863976065,16.459689332169944,9.069509429332886
1245.6479873657227,success,0.24689144261805776,20.27520964397299,9.217173745328362
1301.9740233421326,success,0.23153759264978305,12.6441690203669,8.921845113337412
1234.1167171001434,success,0.29714802879838803,8.347697348509847,23.534329229371885
1279.4303665161133,success,0.21597748134949352,7.5659925871884575,5.3851749826982775
1238.3463830947876,success,0.19454357591927735,10.869988296819997,3.471118465576491
1259.1525678634644,success,0.19340505739348285,9.708834237304725,3
1217.339544057846,success,0.27567445181309924,4.014071494077929,17.0169035904455
1215.074654340744,success,0.21536415969797912,10.869988296819999,6.637543298721158
1221.021891117096,success,0.20209587092997044,7.429022356098116,3
1232.085708141327,success,0.2121242708607105,11.988646118511333,6.0630797877804605
1247.5796415805817,success,0.24929254570132886,10.223498928459787,11.874870055011018
1226.2873299121857,success,0.20419314854930037,13.09108799389608,4.772105957899713
1209.6029269695282,success,0.20990253879198903,6.3265804807133685,3
1225.210947751999,success,0.2033631648407393,7.5241119733195125,3.294938348214215
1239.3631801605225,success,0.21566866677672328,15.064839112274015,5.968820171663806
1265.7053587436676,success,0.20304445343173677,17.184881692135612,3
1252.1253893375397,success,0.21709962183094647,15.064839112274019,6.175754943249526
1244.4803321361542,success,0.19817675466469978,16.01081948614545,3
1236.7725310325623,success,0.22440671014771302,17.184881692135612,6.633397574786651
1225.3873145580292,success,0.21411924664505388,13.727588566861138,6.0605320728958425
1236.44375705719,success,0.20603623613926378,18.294050405429765,3
1232.0533683300018,success,0.21697622879198697,14.253239278980894,6.389824747001444
1256.3928968906403,success,0.19097025244593524,11.893556501289938,3
1304.274891614914,success,0.20550095948872338,12.5678183123166,4.876628531850319
1263.1582431793213,success,0.19138033040776306,11.219294690263276,3
1240.0973799228668,success,0.19441541459741166,13.876073566691709,3.214452143273003
1239.9319217205048,success,0.1929868736664047,9.911039435888167,3
1233.2242801189423,success,0.201174037712326,11.079215057765495,4.4389572659945555
1235.531052827835,success,0.19205896952464147,12.70789794481438,3
1245.3172183036804,success,0.1994317794180294,13.153961932263266,3.9172666730961803
1232.8342876434326,success,0.19183664034437284,10.633151070316607,3
1227.663757801056,success,0.3172466266771795,21.504715095930525,28.741620347263286
