timestamp,precipitation
1655938800,0.0
1655942400,0.0
1655946000,0.0
1655949600,0.0
1655953200,0.0
1655956800,0.0
1655960400,0.0
1655964000,0.0
1655967600,0.0
1655971200,0.0
1655974800,0.0
1655978400,0.0
1655982000,0.0
1655985600,0.0
1655989200,0.0
1655992800,0.0
1655996400,0.0
1656000000,0.0
1656003600,0.0
1656007200,0.0
1656010800,0.0
1656014400,0.0
1656018000,0.0
1656021600,0.0
1656025200,0.0
1656028800,0.0
1656032400,0.0
1656036000,0.0
1656039600,0.0
1656043200,0.0
1656046800,0.0
1656050400,0.0
1656054000,0.0
1656057600,0.0
1656061200,0.0
1656064800,0.0
1656068400,0.0
1656072000,0.0
1656075600,0.0
1656079200,0.0
1656082800,0.0
1656086400,0.0
1656090000,0.0
1656093600,0.0
1656097200,0.0
1656100800,0.0
1656104400,0.0
1656108000,0.0
1656111600,0.0
1656115200,0.0
1656118800,0.0
1656122400,0.0
1656126000,0.0
1656129600,0.0
1656133200,0.0
1656136800,0.0
1656140400,0.0
1656144000,0.0
1656147600,0.0
1656151200,0.0
1656154800,0.0
1656158400,0.0
1656162000,0.0
1656165600,0.0
1656169200,0.0
1656172800,0.0
1656176400,0.0
1656180000,0.0
1656183600,0.0
1656187200,0.0
1656190800,0.0
1656194400,0.0
1656198000,0.0
1656201600,0.0
1656205200,0.0
1656208800,0.0
1656212400,0.0
1656216000,0.0
1656219600,0.0
1656223200,0.0
1656226800,0.0
1656230400,0.0
1656234000,0.0
1656237600,0.0
1656241200,0.0
1656244800,0.0
1656248400,0.0
1656252000,0.0
1656255600,0.0
1656259200,0.0
1656262800,0.0
1656266400,0.0
1656270000,0.0
1656273600,0.0
1656277200,0.0
1656280800,0.0
1656284400,0.0
1656288000,0.0
1656291600,0.0
1656295200,0.0
1656298800,0.0
1656302400,0.0
1656306000,0.0
1656309600,0.0
1656313200,0.0
1656316800,0.0
1656320400,0.0
1656324000,0.0
1656327600,0.0
1656331200,0.0
1656334800,0.0
1656338400,0.0
1656342000,0.0
1656345600,0.0
1656349200,0.0
1656352800,0.0
1656356400,0.0
1656360000,0.0
1656363600,0.0
1656367200,0.0
1656370800,0.0
1656374400,0.0
1656378000,0.0
1656381600,0.0
1656385200,0.0
1656388800,0.0
1656392400,0.0
1656396000,0.0
1656399600,0.0
1656403200,0.0
1656406800,0.0
1656410400,0.0
1656414000,0.0
1656417600,0.0
1656421200,0.0
1656424800,0.2
1656428400,1.0
1656432000,0.4
1656435600,0.0
1656439200,0.0
1656442800,0.0
1656446400,0.0
1656450000,0.0
1656453600,0.0
1656457200,0.0
1656460800,0.0
1656464400,0.0
1656468000,0.0
1656471600,0.0
1656475200,0.0
1656478800,0.0
1656482400,0.0
1656486000,0.0
1656489600,0.0
1656493200,0.0
1656496800,0.0
1656500400,0.0
1656504000,0.0
1656507600,0.0
1656511200,0.0
1656514800,0.0
1656518400,0.0
1656522000,0.0
1656525600,0.0
1656529200,0.0
1656532800,0.0
1656536400,0.0
1656540000,0.0
1656543600,0.0
1656547200,0.0
1656550800,0.0
1656554400,0.0
1656558000,0.0
1656561600,0.0
1656565200,0.0
1656568800,0.0
1656572400,0.0
1656576000,0.0
1656579600,0.0
1656583200,0.0
1656586800,0.0
1656590400,0.0
1656594000,0.0
1656597600,0.0
1656601200,0.0
1656604800,0.0
1656608400,0.0
1656612000,0.0
1656615600,0.0
1656619200,0.0
1656622800,0.0
1656626400,0.0
1656630000,0.0
1656633600,0.0
1656637200,0.0
1656640800,0.0
1656644400,0.0
1656648000,0.0
1656651600,0.0
1656655200,0.0
1656658800,0.0
1656662400,0.0
1656666000,0.0
1656669600,0.0
1656673200,0.0
1656676800,0.0
1656680400,0.0
1656684000,0.0
1656687600,0.0
1656691200,0.0
1656694800,0.0
1656698400,0.0
1656702000,0.0
1656705600,0.0
1656709200,0.0
1656712800,0.0
1656716400,0.0
1656720000,0.0
1656723600,0.0
1656727200,0.0
1656730800,0.0
1656734400,0.0
1656738000,0.0
1656741600,0.0
1656745200,0.0
1656748800,0.0
1656752400,0.0
1656756000,0.0
1656759600,0.0
1656763200,0.0
1656766800,0.0
1656770400,0.0
1656774000,0.0
1656777600,0.0
1656781200,0.0
1656784800,0.0
1656788400,0.0
1656792000,0.0
1656795600,0.0
1656799200,0.0
1656802800,0.0
1656806400,0.0
1656810000,0.0
1656813600,0.0
1656817200,0.0
1656820800,0.0
1656824400,0.0
1656828000,0.0
1656831600,0.0
1656835200,0.0
1656838800,0.0
1656842400,0.0
1656846000,0.0
1656849600,0.0
1656853200,0.0
1656856800,0.0
1656860400,0.0
1656864000,0.0
1656867600,0.0
1656871200,0.0
1656874800,0.0
1656878400,0.0
1656882000,0.0
1656885600,0.0
1656889200,0.0
1656892800,0.0
1656896400,0.0
1656900000,0.0
1656903600,0.0
1656907200,0.0
1656910800,0.0
1656914400,0.0
1656918000,0.0
1656921600,0.0
1656925200,0.0
1656928800,0.0
1656932400,0.0
1656936000,0.0
1656939600,0.0
1656943200,0.0
1656946800,0.0
1656950400,0.0
1656954000,0.0
1656957600,0.0
1656961200,0.0
1656964800,0.0
1656968400,0.0
1656972000,0.0
1656975600,0.0
1656979200,0.0
1656982800,0.0
1656986400,0.0
1656990000,0.0
1656993600,0.0
1656997200,0.0
1657000800,0.0
1657004400,0.0
1657008000,0.0
1657011600,0.0
1657015200,0.0
1657018800,0.0
1657022400,0.0
1657026000,0.0
1657029600,0.0
1657033200,0.0
1657036800,0.0
1657040400,0.0
1657044000,0.0
1657047600,0.0
1657051200,0.0
1657054800,0.0
1657058400,0.0
1657062000,0.0
1657065600,0.0
1657069200,0.0
1657072800,0.0
1657076400,0.0
1657080000,0.0
1657083600,0.0
1657087200,0.0
1657090800,0.0
1657094400,0.0
1657098000,0.0
1657101600,0.0
1657105200,0.0
1657108800,0.0
1657112400,0.0
1657116000,0.0
1657119600,0.0
1657123200,0.0
1657126800,0.0
1657130400,0.0
1657134000,0.0
1657137600,0.0
1657141200,0.0
1657144800,0.0
1657148400,0.0
1657152000,0.0
1657155600,0.0
1657159200,0.0
1657162800,0.0
1657166400,0.0
1657170000,0.0
1657173600,0.0
1657177200,0.0
1657180800,0.0
1657184400,0.0
1657188000,0.0
1657191600,0.0
1657195200,0.0
1657198800,0.0
1657202400,0.0
1657206000,0.0
1657209600,0.0
1657213200,0.0
1657216800,0.0
1657220400,9.2
1657224000,2.4
1657227600,0.0
1657231200,0.0
1657234800,0.0
1657238400,0.0
1657242000,0.0
1657245600,0.0
1657249200,0.0
1657252800,0.0
1657256400,0.0
1657260000,0.0
1657263600,0.0
1657267200,0.0
1657270800,0.0
1657274400,0.0
1657278000,0.0
1657281600,0.0
1657285200,0.0
1657288800,0.0
1657292400,0.0
1657296000,0.0
1657299600,0.0
1657303200,0.0
1657306800,0.0
1657310400,0.0
1657314000,0.0
1657317600,0.0
1657321200,0.0
1657324800,0.0
1657328400,0.0
1657332000,0.0
1657335600,0.0
1657339200,0.0
1657342800,0.0
1657346400,0.0
1657350000,0.0
1657353600,0.0
1657357200,0.0
1657360800,0.0
1657364400,0.0
1657368000,0.0
1657371600,0.0
1657375200,0.0
